spring_displacement,mag2,interpolated_tension
0,467,0
0.0398406,467,0.10996
0.0798239,467,0.221507
0.119952,467,0.334663
0.160235,467,0.449271
0.200692,467,0.565006
0.241375,467,0.682988
0.282216,467,0.802715
0.323232,470,0.924231
0.364421,474,1.04726
0.405777,477,1.17156
0.44734,481,1.29791
0.489098,485,1.42642
0.53105,485,1.55688
0.573184,486,1.68926
0.615506,487,1.82362
0.658027,489,1.96001
0.70073,492,2.0984
0.743686,494,2.23929
0.786831,495,2.38301
0.830191,496,2.52844
0.873755,497,2.67577
0.917531,496,2.82566
0.961528,498,2.97835
1.00573,500,3.1333
1.05018,502,3.29064
1.09486,503,3.4506
1.13979,504,3.61385
1.18495,505,3.7803
1.23035,506,3.94949
1.27598,508,4.12122
1.32185,509,4.2959
1.36796,511,4.4737
1.41435,515,4.65484
1.46101,517,4.84005
1.50792,520,5.02798
1.55508,522,5.21891
1.60253,524,5.41452
1.65024,526,5.61302
1.69827,527,5.81667
1.74657,530,6.02332
1.79514,532,6.23481
1.84403,535,6.44974
1.89325,536,6.66977
1.94272,538,6.89482
1.99256,540,7.1238
2.04268,542,7.35773
2.09313,544,7.59644
2.14395,545,7.84083
2.19509,546,8.09093
2.24655,548,8.34589
2.29834,551,8.60664
2.35053,554,8.87373
2.40312,558,9.14747
2.45602,561,9.42725
2.50933,561,9.71378
2.56307,563,10.0074
2.61717,566,10.3085
2.67166,568,10.6165
2.72657,571,10.9326
2.78191,573,11.2573
2.83765,574,11.5892
2.89386,575,11.9306
2.95051,576,12.2812
