spring_displacement,mag2,interpolated_tension
0,444,0
0.0398406,443,0.10996
0.0798239,443,0.221507
0.119952,443,0.334663
0.160235,443,0.449271
0.200692,444,0.565006
0.241375,445,0.682988
0.282216,445,0.802715
0.323232,446,0.924231
0.364421,446,1.04726
0.405777,446,1.17156
0.44734,445,1.29791
0.489098,446,1.42642
0.53105,447,1.55688
0.573184,447,1.68926
0.615506,448,1.82362
0.658027,450,1.96001
0.70073,449,2.0984
0.743686,450,2.23929
0.786831,450,2.38301
0.830191,451,2.52844
0.873755,451,2.67577
0.917531,452,2.82566
0.961528,453,2.97835
1.00573,454,3.1333
1.05018,454,3.29064
1.09486,454,3.4506
1.13979,454,3.61385
1.18495,454,3.7803
1.23035,455,3.94949
1.27598,455,4.12122
1.32185,456,4.2959
1.36796,457,4.4737
1.41435,458,4.65484
1.46101,455,4.84005
1.50792,456,5.02798
1.55508,456,5.21891
1.60253,456,5.41452
1.65024,457,5.61302
1.69827,460,5.81667
1.74657,460,6.02332
1.79514,460,6.23481
1.84403,460,6.44974
1.89325,461,6.66977
1.94272,461,6.89482
1.99256,462,7.1238
2.04268,462,7.35773
2.09313,462,7.59644
2.14395,462,7.84083
2.19509,462,8.09093
2.24655,462,8.34589
2.29834,463,8.60664
2.35053,463,8.87373
2.40312,464,9.14747
2.45602,464,9.42725
2.50933,465,9.71378
2.56307,465,10.0074
2.61717,466,10.3085
2.67166,466,10.6165
2.72657,470,10.9326
2.78191,473,11.2573
2.83765,476,11.5892
2.89386,480,11.9306
2.95051,482,12.2812
