spring_displacement,mag2,interpolated_tension
0,343,0
0.0398406,344,0.10996
0.0798239,344,0.221507
0.119952,343,0.334663
0.160235,345,0.449271
0.200692,345,0.565006
0.241375,346,0.682988
0.282216,347,0.802715
0.323232,347,0.924231
0.364421,347,1.04726
0.405777,347,1.17156
0.44734,348,1.29791
0.489098,349,1.42642
0.53105,350,1.55688
0.573184,351,1.68926
0.615506,353,1.82362
0.658027,353,1.96001
0.70073,354,2.0984
0.743686,356,2.23929
0.786831,357,2.38301
0.830191,358,2.52844
0.873755,359,2.67577
0.917531,359,2.82566
0.961528,359,2.97835
1.00573,359,3.1333
1.05018,360,3.29064
1.09486,361,3.4506
1.13979,362,3.61385
1.18495,364,3.7803
1.23035,365,3.94949
1.27598,366,4.12122
1.32185,368,4.2959
1.36796,369,4.4737
1.41435,370,4.65484
1.46101,371,4.84005
1.50792,373,5.02798
1.55508,373,5.21891
1.60253,374,5.41452
1.65024,376,5.61302
1.69827,377,5.81667
1.74657,378,6.02332
1.79514,379,6.23481
1.84403,380,6.44974
1.89325,382,6.66977
1.94272,383,6.89482
1.99256,383,7.1238
2.04268,384,7.35773
2.09313,386,7.59644
2.14395,386,7.84083
2.19509,387,8.09093
2.24655,388,8.34589
2.29834,389,8.60664
2.35053,390,8.87373
2.40312,391,9.14747
2.45602,393,9.42725
2.50933,394,9.71378
2.56307,395,10.0074
2.61717,395,10.3085
2.67166,397,10.6165
2.72657,399,10.9326
2.78191,401,11.2573
2.83765,402,11.5892
2.89386,404,11.9306
2.95051,405,12.2812
