spring_displacement,mag2,interpolated_tension
0,281,0
0.0398406,281,0.10996
0.0798239,281,0.221507
0.119952,281,0.334663
0.160235,281,0.449271
0.200692,281,0.565006
0.241375,281,0.682988
0.282216,282,0.802715
0.323232,282,0.924231
0.364421,283,1.04726
0.405777,283,1.17156
0.44734,283,1.29791
0.489098,283,1.42642
0.53105,284,1.55688
0.573184,285,1.68926
0.615506,285,1.82362
0.658027,286,1.96001
0.70073,287,2.0984
0.743686,287,2.23929
0.786831,288,2.38301
0.830191,290,2.52844
0.873755,291,2.67577
0.917531,291,2.82566
0.961528,292,2.97835
1.00573,293,3.1333
1.05018,293,3.29064
1.09486,293,3.4506
1.13979,295,3.61385
1.18495,295,3.7803
1.23035,296,3.94949
1.27598,297,4.12122
1.32185,298,4.2959
1.36796,298,4.4737
1.41435,298,4.65484
1.46101,299,4.84005
1.50792,300,5.02798
1.55508,301,5.21891
1.60253,302,5.41452
1.65024,304,5.61302
1.69827,304,5.81667
1.74657,305,6.02332
1.79514,306,6.23481
1.84403,307,6.44974
1.89325,308,6.66977
1.94272,309,6.89482
1.99256,310,7.1238
2.04268,310,7.35773
2.09313,311,7.59644
2.14395,311,7.84083
2.19509,312,8.09093
2.24655,312,8.34589
2.29834,313,8.60664
2.35053,314,8.87373
2.40312,316,9.14747
2.45602,317,9.42725
2.50933,318,9.71378
2.56307,319,10.0074
2.61717,320,10.3085
2.67166,319,10.6165
2.72657,320,10.9326
2.78191,322,11.2573
2.83765,323,11.5892
2.89386,324,11.9306
2.95051,325,12.2812
