motor_step_angle,spring_displacement
1.3570366640911006e-13,0.0
0.06865134623340145,2e-06
0.13729270354419146,4e-06
0.20592407199892815,6e-06
0.27454545165923905,8e-06
0.3431568425827078,9.999999999999999e-06
0.4117582448439533,1.2e-05
0.48034965849935585,1.4e-05
0.5489310836200243,1.6e-05
0.6175025202614431,1.8e-05
0.6860639684941152,1.9999999999999998e-05
0.7546154283811154,2.2e-05
0.8231568999839175,2.4e-05
0.8916883833692244,2.6e-05
0.9602098786040738,2.8e-05
1.0287213857524091,2.9999999999999997e-05
1.0972229048827336,3.2e-05
1.1657144360521694,3.4e-05
1.2341959793329382,3.6e-05
1.3026675347881782,3.7999999999999995e-05
1.3711291024831722,3.9999999999999996e-05
1.439580682490268,4.2e-05
1.5080222748680534,4.4e-05
1.5764538796878635,4.6e-05
1.6448754970105748,4.8e-05
1.7132871269073957,4.9999999999999996e-05
1.7816887694425232,5.2e-05
1.850080424688341,5.4e-05
1.9184620927042157,5.6e-05
1.9868337735619794,5.8e-05
2.05519546733256,5.9999999999999995e-05
2.123547174076852,6.2e-05
2.1918888938652406,6.4e-05
2.2602206267640668,6.599999999999999e-05
2.3285423728400154,6.8e-05
2.3968541321673342,7e-05
2.465155904813242,7.2e-05
2.533447690842949,7.4e-05
2.6017294903257993,7.599999999999999e-05
2.670001303332603,7.8e-05
2.7382631299264815,7.999999999999999e-05
2.8065149701832377,8.2e-05
2.8747568241740713,8.4e-05
2.942988691959986,8.599999999999999e-05
3.011210573614369,8.8e-05
3.0794224692098595,8.999999999999999e-05
3.147624378813232,9.2e-05
3.2158163024951336,9.4e-05
3.2839982403281214,9.6e-05
3.3521701923755045,9.8e-05
3.420332158716173,9.999999999999999e-05
3.488484139418847,0.000102
3.5566261345504095,0.000104
3.624758144187335,0.000106
3.6928801683961994,0.000108
3.7609922072475417,0.00010999999999999999
3.8290942608192733,0.000112
3.8971863291769937,0.00011399999999999999
3.965268412393395,0.000116
4.033340510543268,0.000118
4.101402623697549,0.00011999999999999999
4.169454751926579,0.000122
4.237496895304749,0.000124
4.305529053907014,0.000126
4.373551227800908,0.000128
4.441563417060156,0.00013
4.5095656217598545,0.00013199999999999998
4.577557841976705,0.000134
4.645540077776359,0.000136
4.71351232923465,0.000138
4.781474596430211,0.00014
4.849426879430833,0.00014199999999999998
4.917369178314871,0.000144
4.985301493152473,0.000146
5.053223824018604,0.000148
5.121136170993498,0.00015
5.189038534146964,0.00015199999999999998
5.256930913554416,0.000154
5.324813309289359,0.000156
5.392685721427735,0.000158
5.460548150046395,0.00015999999999999999
5.528400595216096,0.00016199999999999998
5.596243057018542,0.000164
5.664075535528468,0.000166
5.731898030822429,0.000168
5.799710542970395,0.00016999999999999999
5.867513072051489,0.00017199999999999998
5.9353056181437225,0.000174
6.003088181323543,0.000176
6.070860761669793,0.000178
6.1386233592552015,0.00017999999999999998
6.206375974156594,0.00018199999999999998
6.274118606454399,0.000184
6.34185125622129,0.000186
6.409573923539936,0.000188
6.47728660848541,0.00018999999999999998
6.544989311138772,0.000192
6.612682031572704,0.000194
6.680364769864142,0.000196
6.748037526102722,0.000198
6.815700300355537,0.00019999999999999998
6.883353092701376,0.000202
6.950995903226709,0.000204
7.0186287320072855,0.000206
7.086251579118693,0.000208
7.153864444640807,0.00020999999999999998
7.221467328660731,0.000212
7.28906023124457,0.000214
7.356643152487182,0.000216
7.424216092456598,0.00021799999999999999
7.491779051236414,0.00021999999999999998
7.559332028911904,0.000222
7.626875025557218,0.000224
7.694408041253216,0.000226
7.7619310760841715,0.00022799999999999999
7.829444130129279,0.00022999999999999998
7.896947203470551,0.000232
7.964440296182379,0.000234
8.031923408357565,0.000236
8.099396540071057,0.00023799999999999998
8.166859691403696,0.00023999999999999998
8.23431286243778,0.000242
8.301756053258183,0.000244
8.369189263944849,0.00024599999999999996
8.43661249457871,0.000248
8.50402574525005,0.00025
8.571429016029622,0.000252
8.638822307008356,0.000254
8.706205618267477,0.000256
8.773578949886677,0.000258
8.840942301956934,0.00026
8.908295674554548,0.00026199999999999997
8.97563906776361,0.00026399999999999997
9.042972481673415,0.000266
9.110295916364615,0.000268
9.177609371915683,0.00027
9.24491284842303,0.000272
9.312206345956845,0.000274
9.379489864616579,0.000276
9.44676340447534,0.000278
9.514026965623227,0.00028
9.581280548144557,0.00028199999999999997
9.648524152125981,0.00028399999999999996
9.715757777653481,0.000286
9.782981424806417,0.000288
9.850195093674063,0.00029
9.917398784349231,0.000292
9.984592496904234,0.000294
10.051776231436689,0.000296
10.118949988027989,0.000298
10.186113766768477,0.0003
10.253267567740409,0.00030199999999999997
10.32041139103076,0.00030399999999999996
10.387545236730507,0.000306
10.454669104924301,0.000308
10.52178299569978,0.00031
10.588886909143486,0.000312
10.655980845347944,0.000314
10.723064804391978,0.000316
10.790138786374017,0.000318
10.857202791376327,0.00031999999999999997
10.92425681948707,0.00032199999999999997
10.991300870796236,0.00032399999999999996
11.05833494539222,0.000326
11.125359043362606,0.000328
11.192373164803898,0.00033
11.259377309794903,0.000332
11.326371478427305,0.000334
11.393355670796915,0.000336
11.460329886985205,0.000338
11.527294127087101,0.00033999999999999997
11.594248391194233,0.00034199999999999996
11.661192679392517,0.00034399999999999996
11.728126991774777,0.000346
11.795051328427462,0.000348
11.861965689447521,0.00035
11.928870074925142,0.000352
11.995764484945022,0.000354
12.062648919603564,0.000356
12.129523378989946,0.000358
12.196387863199664,0.00035999999999999997
12.263242372318885,0.00036199999999999996
12.330086906445754,0.00036399999999999996
12.396921465663153,0.000366
12.463746050074704,0.000368
12.530560659762383,0.00037
12.597365294823641,0.000372
12.66415995535234,0.000374
12.730944641438352,0.000376
12.797719353177829,0.00037799999999999997
12.864484090659737,0.00037999999999999997
12.93123885398334,0.00038199999999999996
12.997983643237387,0.000384
13.064718458515992,0.000386
13.131443299917715,0.000388
13.198158167530472,0.00039
13.26486306144837,0.000392
13.331557981771972,0.000394
13.39824292859346,0.000396
13.464917902004297,0.00039799999999999997
13.531582902100832,0.00039999999999999996
13.598237928978945,0.00040199999999999996
13.664882982735563,0.000404
13.73151806346569,0.000406
13.798143171257886,0.000408
13.86475830621694,0.00041
13.93136346843485,0.000412
13.997958658007025,0.000414
14.064543875035227,0.000416
14.131119119606817,0.00041799999999999997
14.197684391824167,0.00041999999999999996
14.264239691784816,0.00042199999999999996
14.330785019578855,0.000424
14.397320375312955,0.000426
14.463845759075912,0.000428
14.530361170974997,0.00043
14.596866611096315,0.000432
14.66336207954456,0.000434
14.729847576416335,0.00043599999999999997
14.796323101808973,0.00043799999999999997
14.862788655825087,0.00043999999999999996
14.929244238555034,0.00044199999999999996
14.995689850104784,0.000444
15.06212549056713,0.000446
15.12855116004715,0.000448
15.194966858639559,0.00045
15.26137258644683,0.000452
15.327768343566397,0.000454
15.394154130094115,0.00045599999999999997
15.460529946135832,0.00045799999999999997
15.526895791793313,0.00045999999999999996
15.59325166716086,0.00046199999999999995
15.659597572340743,0.000464
15.725933507430373,0.000466
15.792259472537253,0.000468
15.858575467760684,0.00047
15.924881493197367,0.000472
15.991177548949983,0.000474
16.05746363511908,0.00047599999999999997
16.123739751811417,0.00047799999999999996
16.19000589912663,0.00047999999999999996
16.256262077161793,0.00048199999999999995
16.322508286023815,0.000484
16.388744525813216,0.000486
16.45497079663532,0.000488
16.521187098585518,0.00049
16.587393431772174,0.0004919999999999999
16.653589796296902,0.000494
16.719776192265165,0.000496
16.785952619776953,0.000498
16.85211907893651,0.0005
16.918275569848305,0.000502
16.984422092613197,0.000504
17.0505586473413,0.0005059999999999999
17.116685234133268,0.000508
17.182801853092634,0.0005099999999999999
17.248908504319242,0.000512
17.315005187926076,0.000514
17.381091904016778,0.000516
17.447168652690937,0.000518
17.51323543406031,0.00052
17.579292248224686,0.000522
17.64533909529421,0.0005239999999999999
17.71137597537109,0.000526
17.777402888560662,0.0005279999999999999
17.84341983497316,0.00053
17.90942681471061,0.000532
17.97542382788452,0.000534
18.041410874594614,0.000536
18.107387954953712,0.000538
18.173355069066016,0.00054
18.239312217034943,0.000542
18.30525939897342,0.000544
18.37119661499121,0.0005459999999999999
18.437123865187885,0.000548
18.50304114967374,0.0005499999999999999
18.56894846856253,0.000552
18.634845821957242,0.000554
18.700733209964742,0.000556
18.766610632694615,0.000558
18.832478090258263,0.00056
18.898335582762947,0.000562
18.964183110319233,0.0005639999999999999
19.030020673034684,0.000566
19.095848271019232,0.0005679999999999999
19.161665904381444,0.00057
19.227473573227595,0.000572
19.293271277674954,0.000574
19.359059017835023,0.000576
19.424836793804285,0.000578
19.490604605708334,0.00058
19.55636245365066,0.0005819999999999999
19.622110337741052,0.000584
19.687848258096405,0.0005859999999999999
19.753576214818885,0.000588
19.81929420802771,0.0005899999999999999
19.885002237829955,0.000592
