spring_displacement,mag3,interpolated_tension
0,339,0
0.0455373,339,0.0309654
0.0913382,339,0.0612832
0.137373,339,0.0924138
0.183673,340,0.123224
0.230224,341,0.154552
0.277017,341,0.185831
0.324079,341,0.217374
0.371415,341,0.249134
0.419007,341,0.280925
0.466859,342,0.313127
0.51499,344,0.345193
0.563437,344,0.377869
0.612182,345,0.410284
0.661182,346,0.44338
0.710505,346,0.476144
0.76013,346,0.509686
0.81009,346,0.542861
0.860354,347,0.576833
0.910936,348,0.610436
0.961861,349,0.644828
1.01309,350,0.678903
1.06472,352,0.713712
1.11665,353,0.748322
1.16896,354,0.783514
1.22162,355,0.8187
1.27465,356,0.854272
1.32808,357,0.890095
1.38188,359,0.926039
1.43605,360,0.962512
1.49065,361,0.998826
1.54565,362,1.03604
1.60112,363,1.07276
1.65697,363,1.1106
1.71331,363,1.14805
1.77009,363,1.18626
1.82732,364,1.22458
1.88501,366,1.26311
1.94318,367,1.30236
2.00189,369,1.34129
2.06108,370,1.38132
2.12083,370,1.42116
2.18108,370,1.46151
2.24189,372,1.50249
2.30322,373,1.54319
2.36521,375,1.58504
2.4278,376,1.62635
2.49095,377,1.66885
2.55476,377,1.71214
2.6192,379,1.75505
2.68431,380,1.79865
2.75013,381,1.84309
2.81669,382,1.88735
2.88394,383,1.9324
2.95192,383,1.97731
