spring_displacement,mag3,interpolated_tension
0,303,0
0.0455373,303,0.0309654
0.0913382,302,0.0612832
0.137373,303,0.0924138
0.183673,303,0.123224
0.230224,304,0.154552
0.277017,304,0.185831
0.324079,305,0.217374
0.371415,305,0.249134
0.419007,305,0.280925
0.466859,305,0.313127
0.51499,305,0.345193
0.563437,306,0.377869
0.612182,306,0.410284
0.661182,306,0.44338
0.710505,307,0.476144
0.76013,308,0.509686
0.81009,310,0.542861
0.860354,311,0.576833
0.910936,311,0.610436
0.961861,312,0.644828
1.01309,312,0.678903
1.06472,312,0.713712
1.11665,313,0.748322
1.16896,314,0.783514
1.22162,315,0.8187
1.27465,316,0.854272
1.32808,317,0.890095
1.38188,319,0.926039
1.43605,319,0.962512
1.49065,321,0.998826
1.54565,322,1.03604
1.60112,323,1.07276
1.65697,323,1.1106
1.71331,323,1.14805
1.77009,323,1.18626
1.82732,326,1.22458
1.88501,327,1.26311
1.94318,328,1.30236
2.00189,329,1.34129
2.06108,329,1.38132
2.12083,328,1.42116
2.18108,330,1.46151
2.24189,332,1.50249
2.30322,333,1.54319
2.36521,334,1.58504
2.4278,334,1.62635
2.49095,334,1.66885
2.55476,335,1.71214
2.6192,336,1.75505
2.68431,337,1.79865
2.75013,338,1.84309
2.81669,339,1.88735
2.88394,340,1.9324
2.95192,342,1.97731
