spring_displacement,mag3,interpolated_tension
0,259,0
0.0455373,256,0.0309654
0.0913382,256,0.0612832
0.137373,256,0.0924138
0.183673,256,0.123224
0.230224,257,0.154552
0.277017,260,0.185831
0.324079,260,0.217374
0.371415,260,0.249134
0.419007,260,0.280925
0.466859,260,0.313127
0.51499,260,0.345193
0.563437,261,0.377869
0.612182,262,0.410284
0.661182,263,0.44338
0.710505,265,0.476144
0.76013,266,0.509686
0.81009,267,0.542861
0.860354,268,0.576833
0.910936,269,0.610436
0.961861,269,0.644828
1.01309,269,0.678903
1.06472,269,0.713712
1.11665,270,0.748322
1.16896,271,0.783514
1.22162,272,0.8187
1.27465,272,0.854272
1.32808,273,0.890095
1.38188,274,0.926039
1.43605,275,0.962512
1.49065,276,0.998826
1.54565,277,1.03604
1.60112,278,1.07276
1.65697,278,1.1106
1.71331,279,1.14805
1.77009,281,1.18626
1.82732,282,1.22458
1.88501,283,1.26311
1.94318,283,1.30236
2.00189,283,1.34129
2.06108,282,1.38132
2.12083,283,1.42116
2.18108,283,1.46151
2.24189,285,1.50249
2.30322,286,1.54319
2.36521,286,1.58504
2.4278,286,1.62635
2.49095,287,1.66885
2.55476,288,1.71214
2.6192,289,1.75505
2.68431,290,1.79865
2.75013,291,1.84309
2.81669,292,1.88735
2.88394,291,1.9324
2.95192,292,1.97731
