spring_displacement,mag3,interpolated_tension
0,461,0
0.0455373,461,0.0309654
0.0913382,461,0.0612832
0.137373,461,0.0924138
0.183673,462,0.123224
0.230224,462,0.154552
0.277017,463,0.185831
0.324079,463,0.217374
0.371415,463,0.249134
0.419007,463,0.280925
0.466859,464,0.313127
0.51499,466,0.345193
0.563437,466,0.377869
0.612182,467,0.410284
0.661182,468,0.44338
0.710505,468,0.476144
0.76013,468,0.509686
0.81009,469,0.542861
0.860354,470,0.576833
0.910936,471,0.610436
0.961861,471,0.644828
1.01309,472,0.678903
1.06472,473,0.713712
1.11665,474,0.748322
1.16896,475,0.783514
1.22162,476,0.8187
1.27465,479,0.854272
1.32808,480,0.890095
1.38188,481,0.926039
1.43605,482,0.962512
1.49065,482,0.998826
1.54565,480,1.03604
1.60112,480,1.07276
1.65697,480,1.1106
1.71331,480,1.14805
1.77009,482,1.18626
1.82732,482,1.22458
1.88501,483,1.26311
1.94318,483,1.30236
2.00189,484,1.34129
2.06108,483,1.38132
2.12083,484,1.42116
2.18108,485,1.46151
2.24189,484,1.50249
2.30322,485,1.54319
2.36521,485,1.58504
2.4278,485,1.62635
2.49095,488,1.66885
2.55476,492,1.71214
2.6192,495,1.75505
2.68431,498,1.79865
2.75013,501,1.84309
2.81669,500,1.88735
2.88394,501,1.9324
2.95192,501,1.97731
