spring_displacement,mag3,interpolated_tension
0,483,0
0.0455373,483,0.0309654
0.0913382,483,0.0612832
0.137373,483,0.0924138
0.183673,482,0.123224
0.230224,481,0.154552
0.277017,482,0.185831
0.324079,482,0.217374
0.371415,483,0.249134
0.419007,483,0.280925
0.466859,483,0.313127
0.51499,484,0.345193
0.563437,485,0.377869
0.612182,484,0.410284
0.661182,485,0.44338
0.710505,485,0.476144
0.76013,484,0.509686
0.81009,484,0.542861
0.860354,485,0.576833
0.910936,485,0.610436
0.961861,486,0.644828
1.01309,487,0.678903
1.06472,490,0.713712
1.11665,493,0.748322
1.16896,496,0.783514
1.22162,499,0.8187
1.27465,502,0.854272
1.32808,504,0.890095
1.38188,506,0.926039
1.43605,507,0.962512
1.49065,508,0.998826
1.54565,508,1.03604
1.60112,508,1.07276
1.65697,509,1.1106
1.71331,510,1.14805
1.77009,512,1.18626
1.82732,514,1.22458
1.88501,515,1.26311
1.94318,517,1.30236
2.00189,517,1.34129
2.06108,518,1.38132
2.12083,519,1.42116
2.18108,521,1.46151
2.24189,523,1.50249
2.30322,525,1.54319
2.36521,527,1.58504
2.4278,528,1.62635
2.49095,530,1.66885
2.55476,532,1.71214
2.6192,533,1.75505
2.68431,535,1.79865
2.75013,537,1.84309
2.81669,537,1.88735
2.88394,537,1.9324
2.95192,538,1.97731
