spring_displacement,mag3,interpolated_tension
0,320,0
0.0455373,320,0.0309654
0.0913382,320,0.0612832
0.137373,320,0.0924138
0.183673,320,0.123224
0.230224,321,0.154552
0.277017,321,0.185831
0.324079,322,0.217374
0.371415,322,0.249134
0.419007,322,0.280925
0.466859,323,0.313127
0.51499,323,0.345193
0.563437,324,0.377869
0.612182,325,0.410284
0.661182,325,0.44338
0.710505,326,0.476144
0.76013,327,0.509686
0.81009,327,0.542861
0.860354,328,0.576833
0.910936,329,0.610436
0.961861,331,0.644828
1.01309,331,0.678903
1.06472,332,0.713712
1.11665,333,0.748322
1.16896,334,0.783514
1.22162,334,0.8187
1.27465,335,0.854272
1.32808,336,0.890095
1.38188,337,0.926039
1.43605,338,0.962512
1.49065,339,0.998826
1.54565,339,1.03604
1.60112,340,1.07276
1.65697,341,1.1106
1.71331,342,1.14805
1.77009,343,1.18626
1.82732,345,1.22458
1.88501,346,1.26311
1.94318,347,1.30236
2.00189,348,1.34129
2.06108,349,1.38132
2.12083,350,1.42116
2.18108,350,1.46151
2.24189,349,1.50249
2.30322,349,1.54319
2.36521,350,1.58504
2.4278,352,1.62635
2.49095,353,1.66885
2.55476,355,1.71214
2.6192,356,1.75505
2.68431,357,1.79865
2.75013,357,1.84309
2.81669,358,1.88735
2.88394,359,1.9324
2.95192,360,1.97731
