spring_displacement,mag3,interpolated_tension
0,200,0
0.0455373,201,0.0309654
0.0913382,201,0.0612832
0.137373,201,0.0924138
0.183673,202,0.123224
0.230224,202,0.154552
0.277017,202,0.185831
0.324079,202,0.217374
0.371415,202,0.249134
0.419007,201,0.280925
0.466859,202,0.313127
0.51499,202,0.345193
0.563437,203,0.377869
0.612182,204,0.410284
0.661182,204,0.44338
0.710505,205,0.476144
0.76013,205,0.509686
0.81009,206,0.542861
0.860354,206,0.576833
0.910936,206,0.610436
0.961861,207,0.644828
1.01309,207,0.678903
1.06472,208,0.713712
1.11665,209,0.748322
1.16896,209,0.783514
1.22162,210,0.8187
1.27465,210,0.854272
1.32808,210,0.890095
1.38188,211,0.926039
1.43605,212,0.962512
1.49065,212,0.998826
1.54565,212,1.03604
1.60112,213,1.07276
1.65697,214,1.1106
1.71331,214,1.14805
1.77009,214,1.18626
1.82732,214,1.22458
1.88501,214,1.26311
1.94318,215,1.30236
2.00189,215,1.34129
2.06108,216,1.38132
2.12083,217,1.42116
2.18108,217,1.46151
2.24189,217,1.50249
2.30322,218,1.54319
2.36521,219,1.58504
2.4278,220,1.62635
2.49095,220,1.66885
2.55476,221,1.71214
2.6192,221,1.75505
2.68431,222,1.79865
2.75013,223,1.84309
2.81669,223,1.88735
2.88394,224,1.9324
2.95192,225,1.97731
