spring_displacement,mag0,interpolated_tension
0,272,0
0.0425532,272,0.126809
0.0852866,272,0.255565
0.128227,271,0.385811
0.171367,271,0.518237
0.214696,271,0.653144
0.258224,272,0.789988
0.301979,272,0.928372
0.345954,272,1.06997
0.390177,273,1.21398
0.434609,273,1.36021
0.479275,273,1.50878
0.524167,273,1.65969
0.569293,274,1.81337
0.614663,275,1.97003
0.660256,275,2.1291
0.706083,276,2.29078
0.752178,277,2.45588
0.798517,277,2.62363
0.845149,277,2.79425
0.892026,277,2.96834
0.939151,277,3.14599
0.986562,277,3.32667
1.03424,278,3.51085
1.08221,279,3.69891
1.13046,281,3.89086
1.17902,282,4.08623
1.22786,283,4.28525
1.277,284,4.48884
1.32641,284,4.69646
1.37615,285,4.90844
1.42623,286,5.12484
1.47664,287,5.34576
1.52737,288,5.5716
1.5784,288,5.80252
1.62979,289,6.03865
1.68154,289,6.28022
1.73365,289,6.52716
1.78612,288,6.77982
1.83894,289,7.03859
1.89216,290,7.30298
1.94576,291,7.57447
1.99973,292,7.85161
2.05416,294,8.13714
2.10899,295,8.42952
2.16421,295,8.72914
2.21985,296,9.03679
2.27599,298,9.3526
2.33254,299,9.67708
2.38954,299,10.0097
2.44701,300,10.3521
2.50496,301,10.7046
2.56347,302,11.0669
2.62245,303,11.4402
2.68196,304,11.8244
2.74195,303,12.2197
2.8025,303,12.6272
2.86367,303,13.0484
2.9254,303,13.4829
2.98769,305,13.9309
