spring_displacement,mag0,interpolated_tension
0,286,0
0.0425532,286,0.126809
0.0852866,285,0.255565
0.128227,286,0.385811
0.171367,286,0.518237
0.214696,286,0.653144
0.258224,286,0.789988
0.301979,285,0.928372
0.345954,285,1.06997
0.390177,286,1.21398
0.434609,287,1.36021
0.479275,287,1.50878
0.524167,289,1.65969
0.569293,289,1.81337
0.614663,289,1.97003
0.660256,290,2.1291
0.706083,291,2.29078
0.752178,291,2.45588
0.798517,292,2.62363
0.845149,292,2.79425
0.892026,293,2.96834
0.939151,293,3.14599
0.986562,293,3.32667
1.03424,294,3.51085
1.08221,295,3.69891
1.13046,295,3.89086
1.17902,296,4.08623
1.22786,297,4.28525
1.277,298,4.48884
1.32641,299,4.69646
1.37615,301,4.90844
1.42623,302,5.12484
1.47664,302,5.34576
1.52737,303,5.5716
1.5784,304,5.80252
1.62979,305,6.03865
1.68154,306,6.28022
1.73365,306,6.52716
1.78612,306,6.77982
1.83894,306,7.03859
1.89216,306,7.30298
1.94576,307,7.57447
1.99973,308,7.85161
2.05416,309,8.13714
2.10899,310,8.42952
2.16421,312,8.72914
2.21985,313,9.03679
2.27599,314,9.3526
2.33254,315,9.67708
2.38954,316,10.0097
2.44701,317,10.3521
2.50496,317,10.7046
2.56347,318,11.0669
2.62245,319,11.4402
2.68196,320,11.8244
2.74195,322,12.2197
2.8025,323,12.6272
2.86367,321,13.0484
2.9254,322,13.4829
2.98769,322,13.9309
