spring_displacement,mag0,interpolated_tension
0,451,0
0.0425532,451,0.126809
0.0852866,451,0.255565
0.128227,451,0.385811
0.171367,451,0.518237
0.214696,451,0.653144
0.258224,451,0.789988
0.301979,452,0.928372
0.345954,452,1.06997
0.390177,452,1.21398
0.434609,452,1.36021
0.479275,452,1.50878
0.524167,453,1.65969
0.569293,453,1.81337
0.614663,454,1.97003
0.660256,455,2.1291
0.706083,455,2.29078
0.752178,455,2.45588
0.798517,456,2.62363
0.845149,457,2.79425
0.892026,458,2.96834
0.939151,459,3.14599
0.986562,460,3.32667
1.03424,461,3.51085
1.08221,462,3.69891
1.13046,463,3.89086
1.17902,464,4.08623
1.22786,465,4.28525
1.277,467,4.48884
1.32641,469,4.69646
1.37615,470,4.90844
1.42623,471,5.12484
1.47664,471,5.34576
1.52737,471,5.5716
1.5784,471,5.80252
1.62979,470,6.03865
1.68154,472,6.28022
1.73365,473,6.52716
1.78612,475,6.77982
1.83894,476,7.03859
1.89216,478,7.30298
1.94576,479,7.57447
1.99973,480,7.85161
2.05416,481,8.13714
2.10899,482,8.42952
2.16421,483,8.72914
2.21985,483,9.03679
2.27599,485,9.3526
2.33254,486,9.67708
2.38954,489,10.0097
2.44701,490,10.3521
2.50496,491,10.7046
2.56347,491,11.0669
2.62245,491,11.4402
2.68196,491,11.8244
2.74195,491,12.2197
2.8025,491,12.6272
2.86367,492,13.0484
2.9254,493,13.4829
2.98769,494,13.9309
