spring_displacement,mag0,interpolated_tension
0,234,0
0.0425532,234,0.126809
0.0852866,235,0.255565
0.128227,235,0.385811
0.171367,235,0.518237
0.214696,234,0.653144
0.258224,234,0.789988
0.301979,234,0.928372
0.345954,235,1.06997
0.390177,235,1.21398
0.434609,235,1.36021
0.479275,235,1.50878
0.524167,236,1.65969
0.569293,235,1.81337
0.614663,236,1.97003
0.660256,236,2.1291
0.706083,237,2.29078
0.752178,238,2.45588
0.798517,238,2.62363
0.845149,238,2.79425
0.892026,238,2.96834
0.939151,238,3.14599
0.986562,239,3.32667
1.03424,240,3.51085
1.08221,241,3.69891
1.13046,242,3.89086
1.17902,243,4.08623
1.22786,244,4.28525
1.277,244,4.48884
1.32641,245,4.69646
1.37615,246,4.90844
1.42623,245,5.12484
1.47664,247,5.34576
1.52737,248,5.5716
1.5784,249,5.80252
1.62979,250,6.03865
1.68154,251,6.28022
1.73365,250,6.52716
1.78612,249,6.77982
1.83894,249,7.03859
1.89216,249,7.30298
1.94576,250,7.57447
1.99973,251,7.85161
2.05416,253,8.13714
2.10899,254,8.42952
2.16421,256,8.72914
2.21985,256,9.03679
2.27599,257,9.3526
2.33254,257,9.67708
2.38954,258,10.0097
2.44701,258,10.3521
2.50496,258,10.7046
2.56347,259,11.0669
2.62245,261,11.4402
2.68196,262,11.8244
2.74195,263,12.2197
2.8025,263,12.6272
2.86367,263,13.0484
2.9254,263,13.4829
2.98769,263,13.9309
