spring_displacement,mag0,interpolated_tension
0,386,0
0.0425532,386,0.126809
0.0852866,387,0.255565
0.128227,387,0.385811
0.171367,388,0.518237
0.214696,388,0.653144
0.258224,387,0.789988
0.301979,387,0.928372
0.345954,387,1.06997
0.390177,387,1.21398
0.434609,388,1.36021
0.479275,388,1.50878
0.524167,389,1.65969
0.569293,390,1.81337
0.614663,391,1.97003
0.660256,392,2.1291
0.706083,393,2.29078
0.752178,394,2.45588
0.798517,394,2.62363
0.845149,395,2.79425
0.892026,396,2.96834
0.939151,396,3.14599
0.986562,397,3.32667
1.03424,399,3.51085
1.08221,400,3.69891
1.13046,400,3.89086
1.17902,402,4.08623
1.22786,402,4.28525
1.277,401,4.48884
1.32641,401,4.69646
1.37615,403,4.90844
1.42623,404,5.12484
1.47664,406,5.34576
1.52737,407,5.5716
1.5784,409,5.80252
1.62979,410,6.03865
1.68154,411,6.28022
1.73365,412,6.52716
1.78612,413,6.77982
1.83894,415,7.03859
1.89216,416,7.30298
1.94576,418,7.57447
1.99973,419,7.85161
2.05416,421,8.13714
2.10899,420,8.42952
2.16421,421,8.72914
2.21985,421,9.03679
2.27599,421,9.3526
2.33254,421,9.67708
2.38954,420,10.0097
2.44701,422,10.3521
2.50496,423,10.7046
2.56347,425,11.0669
2.62245,427,11.4402
2.68196,429,11.8244
2.74195,431,12.2197
2.8025,432,12.6272
2.86367,434,13.0484
2.9254,435,13.4829
2.98769,437,13.9309
