spring_displacement,mag0,interpolated_tension
0,502,0
0.0425532,504,0.126809
0.0852866,504,0.255565
0.128227,504,0.385811
0.171367,505,0.518237
0.214696,505,0.653144
0.258224,506,0.789988
0.301979,506,0.928372
0.345954,506,1.06997
0.390177,507,1.21398
0.434609,507,1.36021
0.479275,507,1.50878
0.524167,507,1.65969
0.569293,509,1.81337
0.614663,510,1.97003
0.660256,511,2.1291
0.706083,512,2.29078
0.752178,514,2.45588
0.798517,514,2.62363
0.845149,515,2.79425
0.892026,516,2.96834
0.939151,517,3.14599
0.986562,518,3.32667
1.03424,520,3.51085
1.08221,521,3.69891
1.13046,522,3.89086
1.17902,523,4.08623
1.22786,524,4.28525
1.277,526,4.48884
1.32641,526,4.69646
1.37615,526,4.90844
1.42623,527,5.12484
1.47664,529,5.34576
1.52737,529,5.5716
1.5784,531,5.80252
1.62979,532,6.03865
1.68154,534,6.28022
1.73365,536,6.52716
1.78612,538,6.77982
1.83894,540,7.03859
1.89216,542,7.30298
1.94576,541,7.57447
1.99973,541,7.85161
2.05416,543,8.13714
2.10899,545,8.42952
2.16421,547,8.72914
2.21985,548,9.03679
2.27599,551,9.3526
2.33254,550,9.67708
2.38954,550,10.0097
2.44701,551,10.3521
2.50496,554,10.7046
2.56347,556,11.0669
2.62245,558,11.4402
2.68196,561,11.8244
2.74195,562,12.2197
2.8025,562,12.6272
2.86367,564,13.0484
2.9254,568,13.4829
2.98769,571,13.9309
