spring_displacement,mag0,interpolated_tension
0,319,0
0.0425532,319,0.126809
0.0852866,319,0.255565
0.128227,319,0.385811
0.171367,320,0.518237
0.214696,320,0.653144
0.258224,320,0.789988
0.301979,321,0.928372
0.345954,321,1.06997
0.390177,321,1.21398
0.434609,321,1.36021
0.479275,321,1.50878
0.524167,321,1.65969
0.569293,321,1.81337
0.614663,322,1.97003
0.660256,323,2.1291
0.706083,324,2.29078
0.752178,324,2.45588
0.798517,325,2.62363
0.845149,325,2.79425
0.892026,325,2.96834
0.939151,326,3.14599
0.986562,327,3.32667
1.03424,328,3.51085
1.08221,328,3.69891
1.13046,329,3.89086
1.17902,330,4.08623
1.22786,331,4.28525
1.277,332,4.48884
1.32641,333,4.69646
1.37615,333,4.90844
1.42623,333,5.12484
1.47664,333,5.34576
1.52737,334,5.5716
1.5784,335,5.80252
1.62979,336,6.03865
1.68154,337,6.28022
1.73365,340,6.52716
1.78612,341,6.77982
1.83894,341,7.03859
1.89216,342,7.30298
1.94576,343,7.57447
1.99973,343,7.85161
2.05416,343,8.13714
2.10899,344,8.42952
2.16421,346,8.72914
2.21985,347,9.03679
2.27599,348,9.3526
2.33254,349,9.67708
2.38954,349,10.0097
2.44701,349,10.3521
2.50496,349,10.7046
2.56347,350,11.0669
2.62245,351,11.4402
2.68196,353,11.8244
2.74195,354,12.2197
2.8025,355,12.6272
2.86367,356,13.0484
2.9254,356,13.4829
2.98769,356,13.9309
