spring_displacement,mag0,interpolated_tension
0,255,0
0.0425532,255,0.126809
0.0852866,254,0.255565
0.128227,255,0.385811
0.171367,255,0.518237
0.214696,255,0.653144
0.258224,256,0.789988
0.301979,256,0.928372
0.345954,257,1.06997
0.390177,257,1.21398
0.434609,257,1.36021
0.479275,257,1.50878
0.524167,258,1.65969
0.569293,258,1.81337
0.614663,258,1.97003
0.660256,259,2.1291
0.706083,260,2.29078
0.752178,260,2.45588
0.798517,261,2.62363
0.845149,262,2.79425
0.892026,262,2.96834
0.939151,262,3.14599
0.986562,262,3.32667
1.03424,263,3.51085
1.08221,263,3.69891
1.13046,264,3.89086
1.17902,265,4.08623
1.22786,266,4.28525
1.277,267,4.48884
1.32641,268,4.69646
1.37615,268,4.90844
1.42623,269,5.12484
1.47664,270,5.34576
1.52737,270,5.5716
1.5784,271,5.80252
1.62979,272,6.03865
1.68154,273,6.28022
1.73365,274,6.52716
1.78612,275,6.77982
1.83894,275,7.03859
1.89216,275,7.30298
1.94576,275,7.57447
1.99973,275,7.85161
2.05416,276,8.13714
2.10899,277,8.42952
2.16421,278,8.72914
2.21985,279,9.03679
2.27599,280,9.3526
2.33254,281,9.67708
2.38954,282,10.0097
2.44701,283,10.3521
2.50496,283,10.7046
2.56347,284,11.0669
2.62245,285,11.4402
2.68196,285,11.8244
2.74195,286,12.2197
2.8025,287,12.6272
2.86367,287,13.0484
2.9254,287,13.4829
2.98769,287,13.9309
