spring_displacement,mag0,interpolated_tension
0,302,0
0.0425532,302,0.126809
0.0852866,302,0.255565
0.128227,303,0.385811
0.171367,303,0.518237
0.214696,304,0.653144
0.258224,304,0.789988
0.301979,303,0.928372
0.345954,303,1.06997
0.390177,302,1.21398
0.434609,302,1.36021
0.479275,303,1.50878
0.524167,303,1.65969
0.569293,304,1.81337
0.614663,304,1.97003
0.660256,305,2.1291
0.706083,306,2.29078
0.752178,306,2.45588
0.798517,307,2.62363
0.845149,308,2.79425
0.892026,309,2.96834
0.939151,310,3.14599
0.986562,311,3.32667
1.03424,312,3.51085
1.08221,312,3.69891
1.13046,313,3.89086
1.17902,313,4.08623
1.22786,313,4.28525
1.277,314,4.48884
1.32641,315,4.69646
1.37615,315,4.90844
1.42623,315,5.12484
1.47664,316,5.34576
1.52737,317,5.5716
1.5784,318,5.80252
1.62979,319,6.03865
1.68154,321,6.28022
1.73365,322,6.52716
1.78612,323,6.77982
1.83894,324,7.03859
1.89216,325,7.30298
1.94576,325,7.57447
1.99973,325,7.85161
2.05416,325,8.13714
2.10899,326,8.42952
2.16421,327,8.72914
2.21985,329,9.03679
2.27599,329,9.3526
2.33254,331,9.67708
2.38954,331,10.0097
2.44701,331,10.3521
2.50496,331,10.7046
2.56347,331,11.0669
2.62245,332,11.4402
2.68196,333,11.8244
2.74195,334,12.2197
2.8025,335,12.6272
2.86367,336,13.0484
2.9254,338,13.4829
2.98769,339,13.9309
