mag4,spring_displacement_fit
222,1.1668873125
223,1.2217246428571429
224,1.4054545329160977
225,1.4797916494315957
226,1.5062073306670416
227,1.5818526666666666
228,1.7352446666666663
229,1.7936307499999995
230,1.899059
231,2.044917
232,2.100715
233,2.1757066666666667
234,2.251443333333333
235,2.2662633333333333
236,2.380613333333333
237,2.3870412498546725
238,2.538969531914853
239,2.5966653333333336
240,2.63427
241,2.723002571428572
242,2.834440666666667
243,2.9303566
244,3.0389247
245,3.1381712
246,3.23031275
247,3.2695312498546723
248,3.370127
249,3.418622092520913
250,3.426284583188006
251,3.52489686005154
252,3.58341981660062
253,3.7429787591875803
254,3.7474725
255,3.7722172663003213
256,3.821284816149152
257,3.914860193384873
258,3.9535705074628993
259,4.00040805843093
260,4.04169
261,4.11519
262,4.239203333333333
263,4.438873166666666
264,4.575482666666666
265,4.647552666666666
266,4.665955
267,4.712929
268,4.775182649854673
269,4.916602692265412
270,4.975795265790925
271,5.0336155
272,5.1488175
273,5.177160749854674
274,5.288022692265413
275,5.350396065790925
276,5.434539999999999
277,5.479469999999999
278,5.524629999999999
279,5.570029999999999
280,5.638594999999999
281,5.806340944444444
282,5.940472666666666
283,5.974910449854673
284,6.127268759289361
285,6.197963333333333
286,6.201808499999999
287,6.213255432966988
288,6.293977816047372
289,6.3597137592893604
290,6.4350355
291,6.529642
292,6.555907
293,6.597685249854673
294,6.766563759289361
295,6.836086
296,6.9540030625
297,6.9943530337341215
298,7.098295132778014
299,7.149926025598745
300,7.209338732457592
301,7.2424235
302,7.31033825
303,7.394381249854674
304,7.531691748940428
305,7.566432507361117
306,7.603719308298698
307,7.665478979849662
308,7.694068295963265
309,7.80934482510236
310,7.825523333333333
311,7.908013333333334
312,7.99149
313,8.08482
314,8.13411
315,8.201654582746297
316,8.263339126200766
317,8.31468939937076
318,8.330507149663907
319,8.3923334
320,8.422947
321,8.5878176
322,8.610419333333333
323,8.659473333333333
324,8.669172
325,8.76181575
326,8.783819249412964
327,8.883492692460617
328,8.934907500573381
329,8.97012249905609
330,9.000363215852161
331,9.086666451232468
332,9.137270991293056
333,9.179191315852162
334,9.311141259731066
335,9.34804275
336,9.4396145
337,9.448939
338,9.4623835
339,9.505092
340,9.58227775
341,9.6775934
342,9.729861333333332
343,9.813409833333331
344,9.819888875
345,9.9032445
346,9.955798666666666
347,10.0321672
348,10.05571275
349,10.069590749412964
350,10.207626359127284
351,10.228925833906713
352,10.24790223299724
353,10.322601
354,10.348510333333332
355,10.38448
356,10.429755666666669
357,10.477087333333332
358,10.524707333333334
359,10.627815
360,10.7383893125
361,10.74679307557763
362,10.803121315852161
363,10.865959692460617
364,10.936834466037427
365,10.947672
366,10.961113666666668
367,11.054590366867675
368,11.125071073958887
369,11.167788752454442
370,11.1876248161122
371,11.316093009731066
372,11.328430999999998
373,11.334553666666666
374,11.42684175
375,11.444881700201007
376,11.479136377207292
377,11.547899231956864
378,11.551202074169026
379,11.592719307993589
380,11.70790302579395
382,11.724303000573382
383,11.759594066330573
384,11.8639355
385,11.892791249412964
386,11.914014126200767
387,11.975596574169026
388,11.996728058567523
389,12.05221
390,12.101635
391,12.151385
393,12.201415
394,12.275606666666668
395,12.32966
396,12.341796249412964
397,12.492448759731065
398,12.51702
399,12.54242
400,12.563501249412964
401,12.705926025793948
402,12.712163007469792
404,12.771778058567524
405,12.794395000000002
407,12.991003549412964
408,13.192466093064402
410,13.215580333333335
411,13.244703249412966
412,13.371694860539966
413,13.4468378161122
414,13.488145193873297
415,13.5309238161122
416,13.536950692460616
418,13.566051507469792
419,13.618181241087676
420,13.6326255
421,13.640793759731066
422,13.680436066037426
425,13.853711
426,13.897275
427,13.987440932720492
428,14.029066315852162
429,14.131298759731065
430,14.208470000000002
431,14.25387
432,14.299500000000002
433,14.34537
435,14.39148
436,14.437870000000002
437,14.48453
438,14.531440000000002
439,14.578600000000002
440,14.62605
441,14.67376
442,14.74594
443,14.835693549412966
444,15.038254688302494
445,15.0776575
446,15.20551177777778
447,15.320647000000005
448,15.3806372
449,15.487682833333336
450,15.5898685
451,15.62354473272049
452,15.718080315852161
453,15.839556009731066
454,15.908213500000002
455,15.965304500000002
456,16.135332750000003
457,16.283212875
458,16.3050615
459,16.4445526
460,16.641900923076925
461,16.816584375
462,16.9243905
463,17.170106
464,17.259708
465,17.34866166666667
466,17.455163932720485
467,17.484808061912965
468,17.50695126030699
470,17.5483344155037
471,17.614654825790577
473,17.619453333333336
474,17.682055802257626
476,17.68700592253165
477,17.734654013501107
478,17.73465761342817
480,17.739153407664165
481,17.77761927626001
482,17.79739249905608
483,17.808444825790577
485,17.87050266666667
486,17.890818802257627
487,17.913842126607893
489,17.93755277072733
490,17.949885750639098
491,18.006316066037428
492,18.066523333333336
493,18.10377
494,18.16177437441296
495,18.297751359127282
496,18.350284866037427
497,18.38501
498,18.4229665
499,18.43466418250204
500,18.474693201313702
501,18.504555453359707
502,18.519744578790917
503,18.539631841749227
504,18.646052692460618
505,18.68812575738699
506,18.688757742043332
507,18.722600248837033
508,18.779463340396013
509,18.83912181790519
510,18.861894190502614
511,18.92280449170018
512,18.99030849245724
513,19.03682121596815
514,19.03787573933281
515,19.0382211159074
517,19.039706438050484
519,19.081500169493854
520,19.13068866859874
522,19.14022910860433
524,19.141173805755667
526,19.199787197789476
527,19.20154606603743
528,19.27991518250204
530,19.33872
532,19.40036451714014
533,19.400995969397428
534,19.430409856318647
535,19.436470152927402
536,19.44171755521833
537,19.45985390731411
538,19.486278252047335
540,19.545385882536085
542,19.554800193873312
543,19.59375374883703
544,19.60525019387331
545,19.641459435380806
546,19.676930572964178
548,19.743140882536085
551,19.810460193873308
552,19.81586590671982
553,19.852525850003794
554,19.873420750639095
556,19.910007315852173
558,19.935419126607894
560,19.985641377207294
561,20.032222197789473
562,20.056687315852177
563,20.07519019387331
564,20.108345906719823
565,20.146815850003794
566,20.160728252047335
567,20.1854498161122
568,20.254952692460613
569,20.307387315852175
571,20.322617134963465
572,20.389716807825373
573,20.393665
574,20.44297482579058
575,20.475935000000003
576,20.530710000000003
579,20.71788
581,20.79867
583,20.88021
585,20.93512
587,20.99046
589,21.0462
591,21.130735
