mag2,spring_displacement
214,2.1109995
215,2.1862218400000004
216,2.3450710000000003
217,2.5100621666666667
218,2.639752
219,2.7523716
221,2.8658840000000003
222,2.903994
223,2.942289
225,2.9806920000000003
226,3.0967856
227,3.2138400000000003
228,3.3253495333333336
229,3.37734725
230,3.468981285714286
231,3.575915666666667
232,3.668778
233,3.821427
234,3.7994467999999997
235,3.8597035
236,3.8992970000000002
237,3.77834
238,3.9420135
239,3.9997145000000005
240,4.2161675
241,4.1978725
242,4.2751825000000006
243,4.25227
244,4.32316
245,4.37507
246,4.76898
247,4.583168333333334
248,4.68807
249,4.636464999999999
251,4.519492400000001
252,4.632638000000001
253,4.778178363636364
254,4.9764305
255,5.058791500000001
256,5.070548142857143
257,5.004703666666667
258,5.060361
259,5.262690500000001
260,5.278017000000001
261,5.48334
262,5.354185666666667
263,5.526960000000001
264,5.430822000000001
265,5.488659
266,5.6219280000000005
267,5.664280000000001
268,5.794352400000001
269,5.848954400000001
270,5.91957342857143
271,5.920852250000001
272,6.283119000000001
273,6.179524000000001
274,6.146561000000001
275,6.187977333333333
276,6.143407142857143
277,6.268029000000001
278,6.4096720000000005
279,6.269940000000001
280,6.470272000000001
281,6.667279000000001
282,6.499810400000001
283,6.777586857142858
284,6.7716650000000005
286,7.017710000000001
287,6.8326850000000015
288,7.097120000000001
289,6.65108
291,7.1370200000000015
292,6.935730000000001
293,7.065375000000001
294,6.975176666666667
295,7.19832
296,7.211585000000001
297,7.461990000000001
298,7.275255000000001
299,7.318505000000001
300,7.524579533333334
301,7.2589802500000005
302,7.329743000000001
303,7.517475166666667
304,7.515489
305,7.41333
306,7.6131072500000005
307,7.682419
308,7.7383685
309,7.836528000000001
310,7.8888745
311,7.9358770000000005
313,8.086092
314,8.050733166666667
315,8.23262
316,8.168926
318,8.322040000000001
319,8.233104
320,8.157174999999999
321,8.377460000000001
322,8.484000000000002
324,8.526970000000002
325,8.45206
326,8.56455155
327,8.543456500000001
328,8.622683333333333
329,8.776254142857143
330,8.737905000000001
331,8.922918
332,8.959928999999999
333,8.8658895
336,8.905026
338,9.090428
339,9.146792999999999
340,9.186631
342,9.086240666666667
343,9.0610936
345,9.281075000000001
346,9.4912
347,9.341185
348,9.56921
349,9.19493
350,9.509789999999999
351,9.371634
352,9.68728
353,9.455
354,9.72692
355,9.632845
356,9.80659
357,9.694945
358,9.88692
359,9.75743
360,10.0290175
361,9.677053333333333
362,9.949394999999999
364,9.9116318
365,9.991788
366,10.043956
367,10.125893857142858
368,10.140064
369,10.209502666666667
370,10.394932
371,10.255989999999999
372,10.432305
373,10.469791
374,10.402621499999999
375,10.442506
377,10.4731774
378,10.621064
379,10.605812
380,10.6464895
381,10.813174
382,10.7843
383,10.682189999999999
384,10.8525275
385,10.72581
386,10.95529
387,11.0479
388,10.9468
390,10.99161
391,11.08754
392,11.036639999999998
393,11.12731
394,11.14726
395,11.144585
396,11.17297
397,11.287970000000001
398,11.293975
399,11.450990000000001
400,11.389026666666666
402,11.509084999999999
404,11.404586666666665
405,11.65845
407,11.70045
409,11.742650000000001
412,11.774405000000002
413,11.865439033333336
414,12.007499000000001
415,12.061941000000001
416,12.088147000000001
417,12.245263000000001
418,12.282274000000001
419,12.319394
420,12.113418500000002
421,11.913070000000001
423,12.09809
424,12.258973000000001
425,12.469138000000001
426,12.506907000000002
427,12.13025
428,12.544792000000001
429,12.378519500000001
430,12.620899000000001
431,12.438822000000002
432,12.852485000000001
433,12.559598750000001
434,12.599487500000002
436,12.7093375
438,12.751852500000002
440,12.7945325
443,12.62554
444,13.049265000000002
445,12.8804375
447,12.923657500000001
449,12.867270439999999
450,12.872119
451,13.120221600000002
452,13.03485075
453,13.1257542
454,13.371705000000002
455,13.235978
456,13.412715000000002
457,13.272988999999999
458,13.382007000000002
459,13.462853500000001
460,13.51598
461,13.50246
462,13.542203
463,13.459852999999999
464,13.600998500000001
465,13.649909
466,13.6311304
467,13.726828
468,13.76547
469,13.810555000000003
470,13.80426
471,13.858997500000001
472,13.9000625
473,13.979219
474,14.057355000000001
475,14.118945
476,14.294214
477,14.421306666666666
478,14.558555
479,14.74873432
480,14.999924076923078
485,15.29973
487,14.758765
488,15.122893000000001
490,14.86551
491,14.95183
492,15.374838
495,14.995249999999999
496,15.412607000000001
498,15.104785
499,15.552226666666668
500,15.4885455
501,15.4285315
504,15.470157500000001
506,15.719245
508,15.30467
510,15.758185000000001
511,15.349699999999999
514,15.417645
515,15.816850000000002
516,15.48603
517,15.875815000000001
518,15.97485
519,15.7236025
520,16.034635
521,15.57798
522,16.074735
523,15.624279999999999
524,16.114965
526,15.82707125
528,16.195875
529,16.277458333333335
532,16.359605000000002
536,16.400945
539,16.442415
545,16.484035000000002
550,16.525875
553,16.567875
555,16.610075000000002
556,16.737605000000002
557,16.67366
559,16.780495000000002
562,16.823555000000002
565,16.866815000000003
568,16.910235
570,17.063775
571,16.975765000000003
573,17.130235000000003
576,17.174845
579,17.219655000000003
581,17.264685
583,17.355355000000003
584,17.309905
586,17.401015
589,17.446865000000003
591,17.492965
594,17.539265
595,17.679545
596,17.609175
