mag4,spring_displacement_fit
200,1.27465
201,1.447963875
202,1.6129724285714286
203,1.838087
204,1.911332
205,2.0099675
206,2.13511
207,2.2621255
208,2.33937
209,2.4174550000000004
210,2.549433333333333
211,2.65653
212,2.79506
213,2.926841833333333
214,3.095761
215,3.3094092
216,3.4264096666666664
217,3.478218
218,3.605461666666667
219,3.666945
220,3.751805
221,3.8829502000000007
222,4.00415
223,4.0950675
224,4.15859
225,4.234803333333333
226,4.347289999999999
227,4.457325
229,4.6545925
230,4.740575
231,4.88583
232,4.94502
233,5.004770000000001
234,5.137013642857143
235,5.306090333333334
236,5.468335000000001
237,5.505514250000001
238,5.551798565217677
239,5.624661349573512
240,5.827223418489396
241,5.848378500000001
242,6.0014185
243,6.078110000000001
244,6.129740000000001
245,6.207825000000001
246,6.28664
247,6.339670000000001
248,6.447023333333334
249,6.610826666666668
250,6.721990000000001
251,6.8990174375
252,7.052840500000001
253,7.1177285
254,7.136427333333334
255,7.254636000000001
256,7.4187745625
257,7.514347
258,7.532181333333334
259,7.5824634
260,7.655469539784447
261,7.818296094966743
262,7.920931727134504
263,7.961703000000001
264,8.048422500000001
265,8.100778333333333
266,8.158313333333334
267,8.31413
268,8.405988
269,8.444167400000001
270,8.57694
271,8.63218
272,8.678365
273,8.77702
274,8.857590000000002
275,8.95179
276,9.00404
277,9.11287
278,9.131766666666666
279,9.242365
280,9.282484914250254
281,9.390150695199427
282,9.459545305086538
283,9.580443085690257
284,9.710277125
285,9.789815666666668
286,9.931734
287,10.0389425
288,10.05669856505212
289,10.116632014978112
290,10.238355085690259
291,10.31214875
292,10.360291666666669
293,10.502069
294,10.603677333333332
295,10.706435
296,10.758365
297,10.810675
298,10.863335
299,10.943079999999998
300,11.023595
301,11.105065
302,11.2607691
303,11.31615166
304,11.430532
305,11.610925
306,11.620462664250253
307,11.7111875
308,11.746127695199425
309,11.832429390848437
310,11.93786
311,12.046855
312,12.132243580916919
313,12.227596752356924
314,12.240655
315,12.268917592788066
316,12.316738016316949
317,12.361984305086537
318,12.449840085690258
319,12.545523333333334
320,12.7977693
321,12.884365333333331
322,13.00538525
323,13.017841499999998
324,13.199737609170876
325,13.288936305086537
326,13.3375951785567
327,13.37285668128044
328,13.381793434378409
329,13.405797291440262
330,13.423915
331,13.569845414250253
332,13.681745695199425
333,13.754329390848438
334,13.763083
335,13.889215
336,13.948149999999998
337,14.007605
338,14.0676
339,14.145791928571429
340,14.225759333333334
341,14.256605247583584
342,14.465653984069391
343,14.514647434418848
344,14.5987385
345,14.602606
346,14.754240399999995
347,14.784622
348,14.839268
349,14.93653275
350,14.9645725
352,15.129115
353,15.186654999999998
354,15.228485
355,15.271045
356,15.32978
357,15.373099231718784
358,15.437432348311447
359,15.531323259906463
360,15.561281739140624
361,15.604105695199426
362,15.690238490848438
363,15.743928457142855
364,15.861121999999998
365,15.929345333333332
366,15.9843585
367,16.037369499999997
368,16.106016065052113
369,16.166746598311445
370,16.27517315073605
371,16.329822348311442
372,16.35654127413436
373,16.405233985706243
374,16.500552739140616
375,16.581328150736052
376,16.612990476324022
377,16.646071958106923
378,16.65031991425025
379,16.78964479519943
380,16.84768565029065
381,16.878575115725127
382,16.899492205690883
383,17.08191690073605
384,17.105565122426555
385,17.151827578560166
386,17.204650146365076
387,17.21964008569025
388,17.265396
389,17.368687565052117
390,17.428504348311446
391,17.526636259906464
392,17.625027739140616
393,17.644930695199427
394,17.677411955548735
395,17.704907434418843
396,17.730815
397,17.747085609170863
398,17.846414305086537
399,17.954150695199427
400,17.99784198362398
401,18.04513740714613
402,18.08129166666667
403,18.094770609170865
404,18.170444305086534
405,18.224375
406,18.3046641
407,18.36250873333333
408,18.388052666666667
409,18.468246289250253
410,18.584535
411,18.591640984069386
412,18.651970848311443
413,18.734545695199426
415,18.780046983623983
417,18.82919740714613
419,18.965038609170865
420,19.062714805086536
421,19.127911085690254
422,19.14097233333333
423,19.170029914250254
424,19.256993195199428
425,19.300173622215397
426,19.343712434418844
427,19.395945
428,19.440319914250253
429,19.610420695199426
430,19.68166449084844
431,19.7412
432,19.78569033333333
433,19.93135275
434,19.956395
435,20.06385133333333
437,20.085151
438,20.1379825
439,20.166391666666662
440,20.259971666666665
442,20.389757815052114
443,20.42042795746301
444,20.505892041571922
445,20.52758002719397
446,20.58514232146261
447,20.655025695199427
448,20.6676336222154
449,20.693067434418843
450,20.740214914250252
451,20.830915
452,20.865877650736053
453,20.913272348311445
454,20.968060085690254
455,20.981
456,21.040575
458,21.106175
459,21.168605
460,21.219635
461,21.29287475
462,21.40486175
463,21.522590165052115
464,21.552936957463007
465,21.699544476532378
466,21.708597333333334
467,21.745330174216203
468,21.854385989140617
469,21.944637585690252
470,21.965173000000004
471,22.11535733333333
472,22.13067991425025
473,22.233800695199427
474,22.23960954832423
475,22.294245450801597
476,22.301069305086536
477,22.366725695199428
478,22.44923939084844
479,22.48133
480,22.76112333333333
481,22.989962
482,23.093392
483,23.30299195
484,23.61312528571429
485,23.731268777777775
486,23.962808882788515
487,23.976327072659917
488,23.982096079009143
490,23.997967053154458
492,23.99859450379215
493,24.040635495333735
495,24.063034503792153
496,24.092945495333733
498,24.128144503792154
499,24.13983691332043
500,24.18767866798279
501,24.211658491576294
502,24.401065000000003
504,24.454495
506,24.508295
507,24.562465000000003
508,24.7716535
509,24.85069324758359
510,25.024888900736055
512,25.062552527193972
513,25.09467493063301
514,25.14743447653238
515,25.18307
516,25.193518190075224
517,25.26300706938588
518,25.303959016316952
519,25.344806805086538
521,25.36142569519943
523,25.408546983623985
525,25.45927740714613
527,25.54574
528,25.685615
530,25.740629666666667
531,25.835355942504197
532,25.871436912534968
533,25.924346311496773
534,25.974105523408557
535,26.056406983623983
537,26.09679249291514
538,26.177055000000003
539,26.330375
541,26.385375
542,26.468770000000003
544,26.553035
545,26.69611591666667
546,26.831650250000003
547,26.90525366666667
548,26.942957507104182
549,26.97999916713134
550,27.047632491576294
552,27.071706
553,27.168114914250257
554,27.206855243589562
555,27.22745793063301
556,27.252876911016617
557,27.271845130869508
558,27.32718536022521
559,27.343924755523386
560,27.394545
561,27.454490085690257
562,27.563346324974532
563,27.57815676977553
564,27.579290209123805
566,27.58107669521185
567,27.694788174216207
569,27.70532918836573
570,27.744133671784688
571,27.754709488453788
573,27.7671175
574,27.85011447653238
576,28.017475000000005
578,28.072075
579,28.127075
581,28.182545000000005
583,28.238395000000004
585,28.351665
586,28.466435000000004
588,28.524605
590,28.583315
593,28.642505000000003
595,28.702255000000005
597,28.762505000000004
599,28.853980000000004
601,28.946635000000004
603,29.009225000000004
605,29.072375000000005
607,29.136185000000005
608,29.233180000000004
610,29.331555
612,29.398115000000004
613,29.465365
615,29.533345000000004
