mag2,spring_displacement
222,1.1668873125
223,1.2217246428571429
224,1.4623906
225,1.5249043333333334
226,1.4041585714285714
227,1.5818526666666666
228,1.7352446666666665
229,1.7936307499999997
230,1.8990589999999998
231,2.044917
232,2.100715
233,2.1757066666666667
234,2.251443333333333
235,2.2662633333333333
236,2.3806133333333332
237,2.48909
238,2.4369207727272726
239,2.5966653333333336
240,2.63427
241,2.7230025714285717
242,2.834440666666667
243,2.9303566
244,3.0389247
245,3.1381712
246,3.23031275
247,3.3715800000000002
248,3.370127
249,3.316573333333333
250,3.5283333333333338
251,3.4591166666666666
252,3.6492
253,3.64093
254,3.7474724999999998
255,3.8291533333333336
256,3.8663975
257,3.84908
258,3.94874
259,3.96897
260,4.04169
261,4.11519
262,4.239203333333333
263,4.438873166666666
264,4.575482666666666
265,4.647552666666666
266,4.665955
267,4.712929
268,4.877231399999999
269,4.87149
270,4.9188592
271,5.0336155
272,5.1488175
273,5.2792095
274,5.24291
275,5.29346
276,5.434539999999999
277,5.479469999999999
278,5.524629999999999
279,5.570029999999999
280,5.638594999999999
281,5.806340944444444
282,5.940472666666666
283,6.076959199999999
284,6.02522
285,6.197963333333333
286,6.201808499999999
287,6.270191499999999
288,6.339090499999999
289,6.257664999999999
290,6.4350355
291,6.529642
292,6.5559069999999995
293,6.699733999999999
294,6.664515
295,6.836086
296,6.9540030625
297,7.087557666666666
298,7.1071392499999995
299,7.1048133333333325
300,7.152402666666667
301,7.2424235
302,7.31033825
303,7.49643
304,7.465911555555555
305,7.561602
306,7.674329999999999
307,7.577473333333333
308,7.839009999999999
309,7.650359999999999
310,7.825523333333333
311,7.908013333333334
312,7.99149
313,8.08482
314,8.13411
315,8.303703333333333
316,8.254494999999999
317,8.257753333333334
318,8.294238583333334
319,8.3923334
320,8.422947
321,8.5878176
322,8.610419333333333
323,8.659473333333333
324,8.669172
325,8.76181575
326,8.885868
327,8.83838
328,8.91424
329,8.99079
330,9.0454759
331,9.01605575
332,9.162769
333,9.224304
334,9.2090925
335,9.348042750000001
336,9.439614500000001
337,9.448939
338,9.4623835
339,9.505092
340,9.58227775
341,9.677593400000001
342,9.729861333333332
343,9.813409833333333
344,9.819888875
345,9.9032445
346,9.955798666666666
347,10.0321672
348,10.05571275
349,10.171639500000001
350,10.162513666666667
351,10.208258333333333
352,10.211633666666666
353,10.322601
354,10.348510333333333
355,10.38448
356,10.429755666666667
357,10.477087333333332
358,10.524707333333334
359,10.627815
360,10.7383893125
361,10.803729142857142
362,10.848234
363,10.820847
364,10.8798984
365,10.947672
366,10.961113666666668
367,11.147795
368,11.16535325
369,11.0705705
370,11.253405
371,11.21404425
372,11.328430999999998
373,11.334553666666666
374,11.42684175
375,11.538086333333332
376,11.546075
377,11.4809606
378,11.489435499999999
379,11.66333
380,11.662790333333334
382,11.7036355
383,11.7233255
384,11.8639355
385,11.99484
386,11.90517
387,11.91383
388,11.96529
389,12.05221
390,12.101635
391,12.151385000000001
393,12.201415
394,12.275606666666667
395,12.329659999999999
396,12.443845
397,12.3904
398,12.51702
399,12.54242
400,12.66555
401,12.660813333333332
402,12.686665000000001
404,12.74034
405,12.794395000000002
407,13.0930523
408,13.090417333333335
410,13.215580333333335
411,13.346752000000002
412,13.305914666666668
413,13.512618000000002
414,13.422365000000001
415,13.596704
416,13.491838000000001
418,13.540553500000001
419,13.745728000000002
420,13.6326255
421,13.538745
422,13.6235
425,13.853711
426,13.897275
427,14.044377000000003
428,14.074179
429,14.029250000000001
430,14.208470000000002
431,14.253870000000001
432,14.299500000000002
433,14.34537
435,14.391480000000001
436,14.437870000000002
437,14.484530000000001
438,14.531440000000002
439,14.578600000000002
440,14.626050000000001
441,14.673760000000001
442,14.745940000000001
443,14.937742300000002
444,14.936205928571429
445,15.0776575
446,15.20551177777778
447,15.320647000000003
448,15.3806372
449,15.487682833333336
450,15.589868500000001
451,15.680480800000002
452,15.763193000000001
453,15.73750725
454,15.908213500000002
455,15.965304500000002
456,16.135332750000003
457,16.283212875
458,16.3050615
459,16.4445526
460,16.641900923076925
461,16.816584375
462,16.9243905
463,17.170106
464,17.259708
465,17.34866166666667
466,17.5121
467,17.586856812500002
468,17.384235000000004
470,17.67105066666667
471,17.45567
473,17.619453333333336
474,17.810761000000003
476,17.7052
477,17.721842333333335
478,17.60057
480,17.76141
481,17.893680000000003
482,17.818060000000003
483,17.64946
485,17.87050266666667
486,18.019524000000004
487,17.904998000000003
489,17.951178500000005
490,17.873335
491,17.94938
492,18.066523333333336
493,18.10377
494,18.263823125000002
495,18.25263866666667
496,18.2933488
497,18.38501
498,18.4229665
499,18.593649000000003
500,18.383415
501,18.48233
502,18.496520000000004
503,18.619424000000002
504,18.600940000000005
505,18.631290000000003
506,18.724926000000004
507,18.845316500000003
508,18.753965333333337
509,18.705635
510,18.995381000000002
511,18.948302500000004
512,18.831323666666666
513,19.1480795
514,19.236505
515,18.86069
517,18.90735
519,19.303410000000003
520,18.95426
522,19.17488
524,19.221185000000006
526,19.096580000000003
527,19.144610000000004
528,19.438900000000004
530,19.338720000000002
532,19.241480000000003
533,19.530400000000004
534,19.576510000000003
535,19.290370000000003
536,19.33959
537,19.6229
538,19.389060000000004
540,19.554230000000004
542,19.489020000000004
543,19.71647
544,19.53947
545,19.67696
546,19.641430000000003
548,19.751985000000005
551,19.744680000000002
552,19.858790000000003
553,19.906820000000003
554,19.796870000000002
556,19.95512
558,19.926575000000003
560,20.052580000000003
561,19.929015
562,20.101800000000004
563,20.009410000000003
564,20.151270000000004
565,20.201110000000003
566,20.063510000000004
567,20.251230000000003
568,20.20984
569,20.352500000000003
571,20.288275000000002
572,20.480995
573,20.393665000000002
574,20.283990000000003
575,20.475935000000003
576,20.530710000000003
579,20.71788
581,20.79867
583,20.88021
585,20.93512
587,20.990460000000002
589,21.046200000000002
591,21.130735
