mag4,spring_displacement_fit
214,2.1109995
215,2.1862218400000004
216,2.3450710000000003
217,2.5100621666666667
218,2.639752
219,2.7523716
221,2.8658840000000003
222,2.903994
223,2.942289
225,2.9806920000000003
226,3.0967856
227,3.2138400000000003
228,3.3253495333333336
229,3.37734725
230,3.468981285714286
231,3.575915666666667
232,3.668778
233,3.7020938823843985
234,3.800233913833493
235,3.8597035
236,3.8675396904229564
237,3.9286432688950326
238,3.9420135
239,3.999714500000001
240,4.0968343823647775
241,4.1986596138334935
242,4.274395366705613
243,4.309284758068256
244,4.356487491901712
245,4.404060846573251
246,4.587328544541442
247,4.606315035786822
248,4.6121195042518845
249,4.635521857877601
251,4.6696722527287635
252,4.717856490960937
253,4.778178363636364
254,4.947439655479741
255,4.96923636238814
256,5.038790833260474
257,5.092688596127044
258,5.122679339286549
259,5.262690500000001
260,5.278017000000001
261,5.3640068823647775
262,5.388300272401873
263,5.461875197054747
264,5.518806929460378
265,5.550977339286549
266,5.6219280000000005
267,5.664280000000001
268,5.794352400000001
269,5.848954400000001
270,5.91957342857143
271,5.920852250000001
272,6.101467544541443
273,6.1546445206814155
274,6.188529061606623
275,6.232262594477188
276,6.234693860852978
277,6.274243108579278
278,6.3131156184089825
279,6.389273097351737
280,6.470272000000001
281,6.485627544541442
282,6.625234186199711
283,6.714481385983124
284,6.805779605735206
286,6.8903068592324175
287,6.909317456914012
288,6.922391427929623
289,6.939020957143299
291,6.947175106256385
292,7.000814779251852
293,7.062608538412883
294,7.125479937663181
295,7.19832
296,7.211585000000001
297,7.280338544541443
298,7.325482855126794
299,7.347684069289545
300,7.362434828396751
301,7.404823457254342
302,7.419298138392821
303,7.427132895757614
304,7.453170662768253
305,7.5949814326849525
306,7.61310725
307,7.682419
308,7.7383685
309,7.836528000000001
310,7.8888745
311,7.935877
313,7.966758872887906
314,8.084847781511083
315,8.167535187733517
316,8.200683298610276
318,8.227964340958486
319,8.27016487078848
320,8.332735752223321
321,8.377460000000001
322,8.42168166245957
324,8.438985033925041
325,8.483817298610274
326,8.56376440557747
327,8.600471269436568
328,8.628774028310016
329,8.713148660302616
330,8.828247259490423
