mag0,spring_displacement
215,1.3974266
216,1.4829068
217,1.5909123333333335
218,1.8112148571428572
219,2.0136095
220,2.1284093333333334
222,2.2682586666666666
223,2.4104873333333336
224,2.5308900000000003
225,2.66982
226,2.8153125
227,2.9545500000000002
228,3.031815
229,3.1098
230,3.1886799999999997
231,3.29511
232,3.403095
233,3.51275
234,3.7322420333333337
235,3.8601557166666667
236,4.117049
237,4.080101
238,4.377521833333334
239,4.350331000000001
240,4.34957
241,4.67821
242,4.514005
243,4.56943
244,4.8484300000000005
245,4.97232
246,4.97215
247,5.07264
248,5.1233699999999995
249,5.369905
250,5.365733333333334
251,5.436635
253,5.65016
254,5.7753483
255,5.87178864
256,5.91427575
257,6.082037499999999
258,6.186482166666667
259,6.2900730000000005
260,6.4895505
261,6.3886935000000005
262,6.5965056
263,6.5626428571428574
264,6.89088
265,6.939439999999999
266,6.98828
267,7.03742
268,7.1117
269,7.18665
270,7.2624249999999995
271,7.505935
272,7.5379238285714285
273,7.766205599999999
274,7.726786499999999
275,7.760021285714286
276,7.955436499999999
277,8.203464714285714
278,8.17454
279,8.226345
280,8.03641
281,8.306815
282,8.359594999999999
283,8.363626666666667
284,8.569239999999999
285,8.6386566
286,8.671182688888887
287,8.772344857142857
288,9.02084
289,9.094284714285715
290,9.222498
291,9.266323666666667
292,9.346115333333332
293,9.441616333333332
294,9.49049
295,9.567757499999999
296,9.645724999999999
297,9.730229999999999
298,9.722784999999998
299,9.777093333333333
300,9.83722
301,9.886845
302,10.072789475
303,10.217484083333334
304,10.270756
305,10.374665333333333
306,10.401411571428572
307,10.6001635
308,10.650464499999998
309,10.701118
310,10.7520955
311,10.940242
312,10.896796666666667
313,11.030149999999999
314,11.00452
315,11.206185000000001
316,11.161114999999999
317,11.145919999999998
318,11.298960000000001
319,11.243939466666667
320,11.30076925
321,11.54671711111111
322,11.517792599999998
323,11.609915333333333
324,11.833506999999999
325,11.945240285714286
326,12.0633205
327,12.114636
328,12.183045
329,12.219493333333332
330,12.30384
331,12.393099999999999
332,12.488975
333,12.54807
334,12.67391
335,12.729700000000001
336,12.78598
337,12.80636
338,12.87908
339,12.941370000000001
340,12.85847
341,12.93735
342,13.01698
343,13.124703333333334
344,13.23381
345,13.325436700000001
346,13.456195200000002
347,13.608073000000001
348,13.67237
349,13.6098826
350,13.9595955
351,13.950358000000001
352,14.224276500000002
353,14.05122
354,14.20076
355,14.18388
356,14.160125
357,14.563125
359,14.687815
360,14.687650000000001
361,14.874320000000003
362,14.839820000000001
364,15.130642650000002
365,15.111852300000002
366,15.353772000000001
367,15.3812034
369,15.4120065
370,15.461676500000001
371,15.64417925
372,15.6082335
373,15.752628333333334
374,15.668457000000002
375,15.814031
376,16.081780000000002
377,15.650960000000001
378,16.005393333333334
379,15.914301666666669
380,16.226560000000003
381,16.33274
383,16.3555
384,16.412010000000002
385,16.62594
386,16.664346600000002
387,16.89471126666667
