spring_displacement,mag4,interpolated_tension
0,248,0
0.0456621,248,0.0310502
0.0915519,249,0.0614242
0.137708,249,0.0926414
0.184076,249,0.12349
0.230701,249,0.154877
0.277611,249,0.186223
0.324764,249,0.217839
0.372169,250,0.249632
0.419856,251,0.281502
0.467806,252,0.313752
0.516021,253,0.345894
0.564522,254,0.378585
0.613333,255,0.411067
0.662426,256,0.444201
0.711817,258,0.477036
0.761538,258,0.510615
0.811546,259,0.543851
0.861842,259,0.577816
0.912513,259,0.611509
0.963473,259,0.645892
1.01478,260,0.680049
1.06641,261,0.714829
1.11842,262,0.749528
1.17075,263,0.784692
1.22344,263,0.819939
1.27652,263,0.855502
1.32996,263,0.891371
1.38376,264,0.927285
1.43799,265,0.963833
1.49261,266,1.00013
1.54758,267,1.03735
1.60302,268,1.07405
1.65893,268,1.1119
1.71523,270,1.14936
1.77201,271,1.18752
1.82922,272,1.22587
1.88688,273,1.26434
1.94499,274,1.3036
2.00361,274,1.34245
2.0628,275,1.38245
2.12246,277,1.42227
2.18261,278,1.46252
2.24336,279,1.50349
2.30463,280,1.54415
2.3665,282,1.58589
2.42895,283,1.62711
2.49197,284,1.66954
2.55565,286,1.71273
2.61999,287,1.75559
2.68494,287,1.79906
2.75053,286,1.84335
2.81689,287,1.88748
2.88392,288,1.93238
2.95171,289,1.97716
