spring_displacement,mag4,interpolated_tension
0,197,0
0.0456621,197,0.0310502
0.0915519,198,0.0614242
0.137708,198,0.0926414
0.184076,199,0.12349
0.230701,199,0.154877
0.277611,200,0.186223
0.324764,200,0.217839
0.372169,200,0.249632
0.419856,200,0.281502
0.467806,200,0.313752
0.516021,201,0.345894
0.564522,201,0.378585
0.613333,202,0.411067
0.662426,203,0.444201
0.711817,203,0.477036
0.761538,203,0.510615
0.811546,204,0.543851
0.861842,204,0.577816
0.912513,205,0.611509
0.963473,206,0.645892
1.01478,206,0.680049
1.06641,207,0.714829
1.11842,208,0.749528
1.17075,208,0.784692
1.22344,208,0.819939
1.27652,209,0.855502
1.32996,210,0.891371
1.38376,211,0.927285
1.43799,211,0.963833
1.49261,212,1.00013
1.54758,213,1.03735
1.60302,213,1.07405
1.65893,213,1.1119
1.71523,214,1.14936
1.77201,214,1.18752
1.82922,215,1.22587
1.88688,216,1.26434
1.94499,217,1.3036
2.00361,217,1.34245
2.0628,218,1.38245
2.12246,219,1.42227
2.18261,219,1.46252
2.24336,222,1.50349
2.30463,223,1.54415
2.3665,223,1.58589
2.42895,223,1.62711
2.49197,223,1.66954
2.55565,222,1.71273
2.61999,223,1.75559
2.68494,224,1.79906
2.75053,219,1.84335
2.81689,219,1.88748
2.88392,220,1.93238
2.95171,220,1.97716
