spring_displacement,mag4,interpolated_tension
0,403,0
0.0456621,403,0.0310502
0.0915519,405,0.0614242
0.137708,405,0.0926414
0.184076,407,0.12349
0.230701,408,0.154877
0.277611,409,0.186223
0.324764,409,0.217839
0.372169,409,0.249632
0.419856,411,0.281502
0.467806,413,0.313752
0.516021,415,0.345894
0.564522,417,0.378585
0.613333,419,0.411067
0.662426,420,0.444201
0.711817,416,0.477036
0.761538,418,0.510615
0.811546,420,0.543851
0.861842,422,0.577816
0.912513,424,0.611509
0.963473,431,0.645892
1.01478,432,0.680049
1.06641,433,0.714829
1.11842,433,0.749528
1.17075,435,0.784692
1.22344,438,0.819939
1.27652,440,0.855502
1.32996,442,0.891371
1.38376,444,0.927285
1.43799,444,0.963833
1.49261,444,1.00013
1.54758,444,1.03735
1.60302,447,1.07405
1.65893,449,1.1119
1.71523,452,1.14936
1.77201,454,1.18752
1.82922,458,1.22587
1.88688,461,1.26434
1.94499,463,1.3036
2.00361,466,1.34245
2.0628,469,1.38245
2.12246,470,1.42227
2.18261,470,1.46252
2.24336,472,1.50349
2.30463,473,1.54415
2.3665,476,1.58589
2.42895,478,1.62711
2.49197,479,1.66954
2.55565,480,1.71273
2.61999,479,1.75559
2.68494,481,1.79906
2.75053,482,1.84335
2.81689,484,1.88748
2.88392,485,1.93238
2.95171,487,1.97716
