spring_displacement,mag4,interpolated_tension
0,229,0
0.0456621,229,0.0310502
0.0915519,230,0.0614242
0.137708,230,0.0926414
0.184076,231,0.12349
0.230701,231,0.154877
0.277611,232,0.186223
0.324764,232,0.217839
0.372169,232,0.249632
0.419856,232,0.281502
0.467806,233,0.313752
0.516021,233,0.345894
0.564522,234,0.378585
0.613333,235,0.411067
0.662426,236,0.444201
0.711817,236,0.477036
0.761538,237,0.510615
0.811546,238,0.543851
0.861842,239,0.577816
0.912513,240,0.611509
0.963473,240,0.645892
1.01478,241,0.680049
1.06641,242,0.714829
1.11842,243,0.749528
1.17075,244,0.784692
1.22344,245,0.819939
1.27652,245,0.855502
1.32996,245,0.891371
1.38376,245,0.927285
1.43799,245,0.963833
1.49261,245,1.00013
1.54758,247,1.03735
1.60302,248,1.07405
1.65893,249,1.1119
1.71523,250,1.14936
1.77201,250,1.18752
1.82922,251,1.22587
1.88688,252,1.26434
1.94499,253,1.3036
2.00361,254,1.34245
2.0628,256,1.38245
2.12246,256,1.42227
2.18261,255,1.46252
2.24336,255,1.50349
2.30463,256,1.54415
2.3665,258,1.58589
2.42895,259,1.62711
2.49197,260,1.66954
2.55565,262,1.71273
2.61999,262,1.75559
2.68494,263,1.79906
2.75053,264,1.84335
2.81689,266,1.88748
2.88392,267,1.93238
2.95171,268,1.97716
