spring_displacement,mag4,interpolated_tension
0,302,0
0.0456621,302,0.0310502
0.0915519,302,0.0614242
0.137708,303,0.0926414
0.184076,304,0.12349
0.230701,304,0.154877
0.277611,304,0.186223
0.324764,305,0.217839
0.372169,305,0.249632
0.419856,305,0.281502
0.467806,307,0.313752
0.516021,308,0.345894
0.564522,309,0.378585
0.613333,310,0.411067
0.662426,311,0.444201
0.711817,311,0.477036
0.761538,311,0.510615
0.811546,312,0.543851
0.861842,313,0.577816
0.912513,314,0.611509
0.963473,315,0.645892
1.01478,317,0.680049
1.06641,317,0.714829
1.11842,318,0.749528
1.17075,320,0.784692
1.22344,321,0.819939
1.27652,323,0.855502
1.32996,324,0.891371
1.38376,324,0.927285
1.43799,324,0.963833
1.49261,325,1.00013
1.54758,326,1.03735
1.60302,328,1.07405
1.65893,329,1.1119
1.71523,331,1.14936
1.77201,331,1.18752
1.82922,331,1.22587
1.88688,333,1.26434
1.94499,335,1.3036
2.00361,336,1.34245
2.0628,338,1.38245
2.12246,339,1.42227
2.18261,339,1.46252
2.24336,341,1.50349
2.30463,343,1.54415
2.3665,344,1.58589
2.42895,346,1.62711
2.49197,348,1.66954
2.55565,348,1.71273
2.61999,350,1.75559
2.68494,351,1.79906
2.75053,352,1.84335
2.81689,353,1.88748
2.88392,355,1.93238
2.95171,354,1.97716
