spring_displacement,mag4,interpolated_tension
0,348,0
0.0456621,348,0.0310502
0.0915519,349,0.0614242
0.137708,348,0.0926414
0.184076,349,0.12349
0.230701,350,0.154877
0.277611,350,0.186223
0.324764,349,0.217839
0.372169,351,0.249632
0.419856,351,0.281502
0.467806,353,0.313752
0.516021,354,0.345894
0.564522,357,0.378585
0.613333,358,0.411067
0.662426,359,0.444201
0.711817,359,0.477036
0.761538,359,0.510615
0.811546,359,0.543851
0.861842,361,0.577816
0.912513,362,0.611509
0.963473,364,0.645892
1.01478,365,0.680049
1.06641,367,0.714829
1.11842,367,0.749528
1.17075,367,0.784692
1.22344,368,0.819939
1.27652,370,0.855502
1.32996,372,0.891371
1.38376,374,0.927285
1.43799,376,0.963833
1.49261,377,1.00013
1.54758,379,1.03735
1.60302,381,1.07405
1.65893,383,1.1119
1.71523,385,1.14936
1.77201,385,1.18752
1.82922,385,1.22587
1.88688,387,1.26434
1.94499,389,1.3036
2.00361,391,1.34245
2.0628,392,1.38245
2.12246,394,1.42227
2.18261,394,1.46252
2.24336,395,1.50349
2.30463,396,1.54415
2.3665,398,1.58589
2.42895,396,1.62711
2.49197,398,1.66954
2.55565,398,1.71273
2.61999,400,1.75559
2.68494,402,1.79906
2.75053,408,1.84335
2.81689,411,1.88748
2.88392,412,1.93238
2.95171,413,1.97716
