spring_displacement,mag4,interpolated_tension
0,525,0
0.0456621,526,0.0310502
0.0915519,527,0.0614242
0.137708,528,0.0926414
0.184076,529,0.12349
0.230701,530,0.154877
0.277611,530,0.186223
0.324764,530,0.217839
0.372169,530,0.249632
0.419856,532,0.281502
0.467806,534,0.313752
0.516021,536,0.345894
0.564522,537,0.378585
0.613333,540,0.411067
0.662426,540,0.444201
0.711817,540,0.477036
0.761538,543,0.510615
0.811546,545,0.543851
0.861842,546,0.577816
0.912513,548,0.611509
0.963473,550,0.645892
1.01478,550,0.680049
1.06641,550,0.714829
1.11842,553,0.749528
1.17075,555,0.784692
1.22344,557,0.819939
1.27652,559,0.855502
1.32996,561,0.891371
1.38376,561,0.927285
1.43799,563,0.963833
1.49261,565,1.00013
1.54758,568,1.03735
1.60302,571,1.07405
1.65893,573,1.1119
1.71523,574,1.14936
1.77201,575,1.18752
1.82922,578,1.22587
1.88688,582,1.26434
1.94499,585,1.3036
2.00361,588,1.34245
2.0628,592,1.38245
2.12246,592,1.42227
2.18261,594,1.46252
2.24336,598,1.50349
2.30463,602,1.54415
2.3665,605,1.58589
2.42895,608,1.62711
2.49197,608,1.66954
2.55565,611,1.71273
2.61999,613,1.75559
2.68494,616,1.79906
2.75053,619,1.84335
2.81689,622,1.88748
2.88392,622,1.93238
2.95171,622,1.97716
