spring_displacement,mag4,interpolated_tension
0,450,0
0.0456621,450,0.0310502
0.0915519,450,0.0614242
0.137708,451,0.0926414
0.184076,451,0.12349
0.230701,451,0.154877
0.277611,452,0.186223
0.324764,454,0.217839
0.372169,455,0.249632
0.419856,456,0.281502
0.467806,458,0.313752
0.516021,459,0.345894
0.564522,460,0.378585
0.613333,462,0.411067
0.662426,463,0.444201
0.711817,464,0.477036
0.761538,465,0.510615
0.811546,466,0.543851
0.861842,468,0.577816
0.912513,470,0.611509
0.963473,472,0.645892
1.01478,473,0.680049
1.06641,475,0.714829
1.11842,475,0.749528
1.17075,475,0.784692
1.22344,477,0.819939
1.27652,479,0.855502
1.32996,479,0.891371
1.38376,481,0.927285
1.43799,483,0.963833
1.49261,482,1.00013
1.54758,482,1.03735
1.60302,484,1.07405
1.65893,486,1.1119
1.71523,487,1.14936
1.77201,489,1.18752
1.82922,491,1.22587
1.88688,492,1.26434
1.94499,493,1.3036
2.00361,493,1.34245
2.0628,495,1.38245
2.12246,495,1.42227
2.18261,496,1.46252
2.24336,496,1.50349
2.30463,497,1.54415
2.3665,498,1.58589
2.42895,499,1.62711
2.49197,499,1.66954
2.55565,500,1.71273
2.61999,499,1.75559
2.68494,498,1.79906
2.75053,502,1.84335
2.81689,504,1.88748
2.88392,506,1.93238
2.95171,509,1.97716
