spring_displacement,mag2,interpolated_tension
0,243,0
0.039968,243,0.0271783
0.0801045,243,0.053869
0.120379,244,0.0808579
0.160787,244,0.108119
0.201345,244,0.134914
0.242095,245,0.162624
0.283006,249,0.189784
0.324074,249,0.21737
0.365302,249,0.245099
0.406686,250,0.272547
0.448214,249,0.300786
0.489975,246,0.328383
0.531879,247,0.356678
0.573966,248,0.384818
0.616229,249,0.413036
0.658646,250,0.441706
0.701241,250,0.469844
0.74405,251,0.498954
0.787048,251,0.527452
0.830234,252,0.556559
0.873609,252,0.585582
0.917177,253,0.61468
0.960931,254,0.644214
1.00485,255,0.673301
1.04898,255,0.70331
1.09338,256,0.732633
1.13796,257,0.762811
1.18274,257,0.792605
1.22773,258,0.822855
1.27294,258,0.853139
1.31835,260,0.883479
1.36398,261,0.914225
1.40985,262,0.9447
1.45593,262,0.975911
1.50223,264,1.00652
1.54879,263,1.03818
1.5956,264,1.0691
1.64266,264,1.10101
1.68992,265,1.13235
1.73748,266,1.16448
1.78526,268,1.19627
1.8333,269,1.22864
1.88161,270,1.26086
1.93016,271,1.29351
1.97899,271,1.32613
2.0281,271,1.35911
2.07748,272,1.39213
2.12714,272,1.42546
2.1771,272,1.45889
2.22734,274,1.49259
2.27789,275,1.52641
2.32875,276,1.56055
2.37987,277,1.59471
2.43132,278,1.62867
2.48309,277,1.6635
2.53518,277,1.69892
2.58761,279,1.73382
2.64038,279,1.76946
2.69346,280,1.80469
2.7469,281,1.84089
2.8007,282,1.87648
2.8549,282,1.91324
2.90943,284,1.94922
2.96433,285,1.98575
