spring_displacement,mag2,interpolated_tension
0,270,0
0.039968,270,0.0271783
0.0801045,269,0.053869
0.120379,268,0.0808579
0.160787,269,0.108119
0.201345,269,0.134914
0.242095,269,0.162624
0.283006,271,0.189784
0.324074,271,0.21737
0.365302,271,0.245099
0.406686,272,0.272547
0.448214,273,0.300786
0.489975,274,0.328383
0.531879,274,0.356678
0.573966,275,0.384818
0.616229,276,0.413036
0.658646,275,0.441706
0.701241,276,0.469844
0.74405,277,0.498954
0.787048,277,0.527452
0.830234,278,0.556559
0.873609,279,0.585582
0.917177,279,0.61468
0.960931,280,0.644214
1.00485,282,0.673301
1.04898,283,0.70331
1.09338,284,0.732633
1.13796,285,0.762811
1.18274,286,0.792605
1.22773,286,0.822855
1.27294,286,0.853139
1.31835,287,0.883479
1.36398,288,0.914225
1.40985,289,0.9447
1.45593,290,0.975911
1.50223,291,1.00652
1.54879,293,1.03818
1.5956,294,1.0691
1.64266,294,1.10101
1.68992,295,1.13235
1.73748,296,1.16448
1.78526,296,1.19627
1.8333,296,1.22864
1.88161,298,1.26086
1.93016,299,1.29351
1.97899,300,1.32613
2.0281,301,1.35911
2.07748,302,1.39213
2.12714,302,1.42546
2.1771,302,1.45889
2.22734,303,1.49259
2.27789,305,1.52641
2.32875,306,1.56055
2.37987,307,1.59471
2.43132,308,1.62867
2.48309,308,1.6635
2.53518,309,1.69892
2.58761,310,1.73382
2.64038,311,1.76946
2.69346,313,1.80469
2.7469,314,1.84089
2.8007,313,1.87648
2.8549,313,1.91324
2.90943,314,1.94922
2.96433,316,1.98575
