spring_displacement,mag2,interpolated_tension
0,189,0
0.039968,187,0.0271783
0.0801045,187,0.053869
0.120379,187,0.0808579
0.160787,187,0.108119
0.201345,188,0.134914
0.242095,190,0.162624
0.283006,190,0.189784
0.324074,190,0.21737
0.365302,191,0.245099
0.406686,191,0.272547
0.448214,192,0.300786
0.489975,192,0.328383
0.531879,193,0.356678
0.573966,193,0.384818
0.616229,195,0.413036
0.658646,195,0.441706
0.701241,196,0.469844
0.74405,196,0.498954
0.787048,196,0.527452
0.830234,194,0.556559
0.873609,194,0.585582
0.917177,194,0.61468
0.960931,195,0.644214
1.00485,195,0.673301
1.04898,195,0.70331
1.09338,197,0.732633
1.13796,197,0.762811
1.18274,198,0.792605
1.22773,199,0.822855
1.27294,199,0.853139
1.31835,200,0.883479
1.36398,200,0.914225
1.40985,200,0.9447
1.45593,201,0.975911
1.50223,202,1.00652
1.54879,202,1.03818
1.5956,203,1.0691
1.64266,204,1.10101
1.68992,205,1.13235
1.73748,206,1.16448
1.78526,206,1.19627
1.8333,206,1.22864
1.88161,207,1.26086
1.93016,207,1.29351
1.97899,207,1.32613
2.0281,208,1.35911
2.07748,209,1.39213
2.12714,210,1.42546
2.1771,211,1.45889
2.22734,212,1.49259
2.27789,212,1.52641
2.32875,211,1.56055
2.37987,212,1.59471
2.43132,212,1.62867
2.48309,212,1.6635
2.53518,212,1.69892
2.58761,214,1.73382
2.64038,214,1.76946
2.69346,215,1.80469
2.7469,216,1.84089
2.8007,217,1.87648
2.8549,217,1.91324
2.90943,217,1.94922
2.96433,217,1.98575
