spring_displacement,mag2,interpolated_tension
0,220,0
0.039968,219,0.0271783
0.0801045,221,0.053869
0.120379,221,0.0808579
0.160787,221,0.108119
0.201345,221,0.134914
0.242095,222,0.162624
0.283006,222,0.189784
0.324074,222,0.21737
0.365302,222,0.245099
0.406686,222,0.272547
0.448214,222,0.300786
0.489975,223,0.328383
0.531879,224,0.356678
0.573966,225,0.384818
0.616229,226,0.413036
0.658646,227,0.441706
0.701241,226,0.469844
0.74405,227,0.498954
0.787048,227,0.527452
0.830234,227,0.556559
0.873609,228,0.585582
0.917177,229,0.61468
0.960931,230,0.644214
1.00485,231,0.673301
1.04898,232,0.70331
1.09338,233,0.732633
1.13796,233,0.762811
1.18274,234,0.792605
1.22773,235,0.822855
1.27294,236,0.853139
1.31835,237,0.883479
1.36398,237,0.914225
1.40985,238,0.9447
1.45593,238,0.975911
1.50223,239,1.00652
1.54879,239,1.03818
1.5956,240,1.0691
1.64266,241,1.10101
1.68992,242,1.13235
1.73748,243,1.16448
1.78526,243,1.19627
1.8333,244,1.22864
1.88161,243,1.26086
1.93016,244,1.29351
1.97899,245,1.32613
2.0281,246,1.35911
2.07748,247,1.39213
2.12714,247,1.42546
2.1771,248,1.45889
2.22734,248,1.49259
2.27789,249,1.52641
2.32875,249,1.56055
2.37987,250,1.59471
2.43132,251,1.62867
2.48309,252,1.6635
2.53518,252,1.69892
2.58761,252,1.73382
2.64038,254,1.76946
2.69346,255,1.80469
2.7469,256,1.84089
2.8007,257,1.87648
2.8549,258,1.91324
2.90943,257,1.94922
2.96433,257,1.98575
