spring_displacement,mag2,interpolated_tension
0,423,0
0.039968,423,0.0271783
0.0801045,423,0.053869
0.120379,424,0.0808579
0.160787,424,0.108119
0.201345,425,0.134914
0.242095,426,0.162624
0.283006,426,0.189784
0.324074,425,0.21737
0.365302,425,0.245099
0.406686,426,0.272547
0.448214,426,0.300786
0.489975,428,0.328383
0.531879,430,0.356678
0.573966,432,0.384818
0.616229,433,0.413036
0.658646,434,0.441706
0.701241,436,0.469844
0.74405,437,0.498954
0.787048,437,0.527452
0.830234,439,0.556559
0.873609,441,0.585582
0.917177,444,0.61468
0.960931,445,0.644214
1.00485,447,0.673301
1.04898,448,0.70331
1.09338,449,0.732633
1.13796,449,0.762811
1.18274,450,0.792605
1.22773,452,0.822855
1.27294,454,0.853139
1.31835,455,0.883479
1.36398,457,0.914225
1.40985,459,0.9447
1.45593,459,0.975911
1.50223,460,1.00652
1.54879,462,1.03818
1.5956,463,1.0691
1.64266,464,1.10101
1.68992,465,1.13235
1.73748,466,1.16448
1.78526,466,1.19627
1.8333,467,1.22864
1.88161,468,1.26086
1.93016,469,1.29351
1.97899,470,1.32613
2.0281,471,1.35911
2.07748,471,1.39213
2.12714,471,1.42546
2.1771,472,1.45889
2.22734,473,1.49259
2.27789,474,1.52641
2.32875,475,1.56055
2.37987,475,1.59471
2.43132,475,1.62867
2.48309,475,1.6635
2.53518,476,1.69892
2.58761,476,1.73382
2.64038,476,1.76946
2.69346,477,1.80469
2.7469,478,1.84089
2.8007,478,1.87648
2.8549,478,1.91324
2.90943,479,1.94922
2.96433,479,1.98575
