dist_mm,mag_fit
0.20050251256281407,682.1483920777596
0.21512673708269917,677.9393989995634
0.2297509616025843,673.7563762570569
0.2443751861224694,669.5991636080338
0.2589994106423545,665.4676017990149
0.2736236351622396,661.3615325591471
0.28824785968212474,657.2807985941402
0.30287208420200984,653.2252435802415
0.31749630872189494,649.1947121582473
0.33212053324178004,645.1890499275518
0.34674475776166513,641.2081034402318
0.36136898228155023,637.2517201951688
0.37599320680143533,633.3197486322067
0.39061743132132043,629.4120381263466
0.40524165584120553,625.5284389819759
0.4198658803610907,621.6688024271341
0.4344901048809758,617.8329806078135
0.4491143294008609,614.020826582296
0.46373855392074603,610.232194315523
0.47836277844063113,606.4669386735019
0.49298700296051623,602.7249154177459
0.5076112274804013,599.0059811997489
0.5222354520002864,595.309993555494
0.5368596765201715,591.6368108999958
0.5514839010400566,587.9862925218769
0.5661081255599417,584.3582985779776
0.5807323500798268,580.7526900879986
0.5953565745997119,577.1693289291769
0.609980799119597,573.608077830995
0.6246050236394822,570.0688003699219
0.6392292481593673,566.5513609641877
0.6538534726792524,563.055624868589
0.6684776971991375,559.5814581693277
0.6831019217190226,556.1287277788804
0.6977261462389077,552.6973014309012
0.7123503707587928,549.2870476751538
0.7269745952786779,545.8978358724761
0.741598819798563,542.5295361897766
0.7562230443184481,539.1820195950598
0.7708472688383332,535.8551578524837
0.7854714933582183,532.548823517447
0.8000957178781034,529.2628899317076
0.8147199423979885,525.9972312185304
0.8293441669178736,522.7517222778646
0.8439683914377587,519.5262387815526
0.8585926159576439,516.3206571685661
0.873216840477529,513.1348546402734
0.8878410649974141,509.96870915573504
0.9024652895172992,506.82209942702895
0.9170895140371843,503.6949049146039
0.9317137385570694,500.5870058226619
0.9463379630769545,497.49828309456916
0.9609621875968396,494.42861840829545
0.9755864121167247,491.37789417188134
0.9902106366366098,488.3459935189333
1.004834861156495,485.33280030414716
1.01945908567638,482.33819909885864
1.0340833101962652,479.36207518662167
1.0487075347161503,476.40431455881355
1.0633317592360354,473.4648039102681
1.0779559837559205,470.5434306349344
1.0925802082758056,467.6400828215641
1.1072044327956907,464.75464924942327
1.1218286573155758,461.88701938403284
1.136452881835461,459.03708337293335
1.151077106355346,456.20473204147737
1.165701330875231,453.38985688864705
1.1803255553951162,450.5923500828975
1.1949497799150013,447.81210445802645
1.2095740044348866,445.0490135090686
1.2241982289547717,442.30297138821555
1.2388224534746568,439.5738729007616
1.253446677994542,436.86161350107335
1.268070902514427,434.166089288585
1.282695127034312,431.4871970038184
1.2973193515541972,428.8248340244268
1.3119435760740823,426.17889836126443
1.3265678005939674,423.54928865447897
1.3411920251138525,420.9359041696287
1.3558162496337376,418.3386447938239
1.3704404741536227,415.75741103189125
1.3850646986735078,413.1921040025632
1.3996889231933929,410.642625434689
1.414313147713278,408.10887766347116
1.428937372233163,405.59076362672346
1.4435615967530482,403.08818686115285
1.4581858212729333,400.6010514986645
1.4728100457928184,398.12926226268877
1.4874342703127035,395.6727244645319
1.5020584948325886,393.2313439997482
