spring_displacement,mag2,interpolated_tension
0,197,0
0.0376506,197,0.0256024
0.075416,197,0.0507746
0.113298,197,0.0760426
0.151297,197,0.101856
0.189436,198,0.127027
0.227722,198,0.152851
0.266128,198,0.178644
0.304644,198,0.204158
0.343344,198,0.230474
0.382168,199,0.256231
0.421116,199,0.282359
0.460196,199,0.308729
0.499412,199,0.334612
0.53881,199,0.361391
0.578345,199,0.387708
0.618019,199,0.414253
0.657827,200,0.441166
0.697764,200,0.467524
0.737912,201,0.49478
0.778185,202,0.521602
0.818613,203,0.548657
0.859202,203,0.576073
0.899919,203,0.602946
0.940835,204,0.630768
0.981908,204,0.658059
1.02312,204,0.685723
1.06449,204,0.713566
1.10605,205,0.741112
1.14775,206,0.769469
1.18968,206,0.79719
1.23176,206,0.825597
1.27401,206,0.853843
1.31643,207,0.882169
1.35902,207,0.910956
1.4018,208,0.939227
1.44476,208,0.968436
1.48794,209,0.997042
1.53129,209,1.02628
1.57483,210,1.05538
1.61855,211,1.08462
1.66248,211,1.11424
1.7066,212,1.14349
1.75089,212,1.17359
1.79541,212,1.20297
1.84019,212,1.23333
1.88515,213,1.2632
1.93029,214,1.2936
1.97566,213,1.32394
2.02125,214,1.35445
2.06707,215,1.38526
2.11312,214,1.41592
2.15938,214,1.44719
2.20584,216,1.47797
2.25258,217,1.5097
2.29953,218,1.54069
2.34674,219,1.57278
2.39421,219,1.60418
2.44193,220,1.63567
2.48988,221,1.66812
2.53808,221,1.70089
2.58655,222,1.73313
2.63527,223,1.76598
2.68428,222,1.79863
2.73356,222,1.83182
2.78309,222,1.86484
2.83292,222,1.89838
2.88303,222,1.9318
2.93343,224,1.96507
2.98411,225,1.9992
