spring_displacement,mag2,interpolated_tension
0,402,0
0.0376506,402,0.0256024
0.075416,403,0.0507746
0.113298,403,0.0760426
0.151297,403,0.101856
0.189436,403,0.127027
0.227722,404,0.152851
0.266128,404,0.178644
0.304644,405,0.204158
0.343344,405,0.230474
0.382168,406,0.256231
0.421116,407,0.282359
0.460196,407,0.308729
0.499412,408,0.334612
0.53881,409,0.361391
0.578345,410,0.387708
0.618019,411,0.414253
0.657827,411,0.441166
0.697764,412,0.467524
0.737912,412,0.49478
0.778185,413,0.521602
0.818613,415,0.548657
0.859202,416,0.576073
0.899919,417,0.602946
0.940835,418,0.630768
0.981908,419,0.658059
1.02312,418,0.685723
1.06449,418,0.713566
1.10605,420,0.741112
1.14775,421,0.769469
1.18968,423,0.79719
1.23176,425,0.825597
1.27401,428,0.853843
1.31643,429,0.882169
1.35902,430,0.910956
1.4018,431,0.939227
1.44476,431,0.968436
1.48794,432,0.997042
1.53129,434,1.02628
1.57483,435,1.05538
1.61855,436,1.08462
1.66248,437,1.11424
1.7066,438,1.14349
1.75089,437,1.17359
1.79541,438,1.20297
1.84019,440,1.23333
1.88515,441,1.2632
1.93029,443,1.2936
1.97566,445,1.32394
2.02125,447,1.35445
2.06707,448,1.38526
2.11312,449,1.41592
2.15938,450,1.44719
2.20584,450,1.47797
2.25258,449,1.5097
2.29953,449,1.54069
2.34674,450,1.57278
2.39421,452,1.60418
2.44193,454,1.63567
2.48988,457,1.66812
2.53808,459,1.70089
2.58655,461,1.73313
2.63527,461,1.76598
2.68428,461,1.79863
2.73356,462,1.83182
2.78309,463,1.86484
2.83292,465,1.89838
2.88303,467,1.9318
2.93343,468,1.96507
2.98411,470,1.9992
