spring_displacement,mag2,interpolated_tension
0,211,0
0.0376506,210,0.0256024
0.075416,210,0.0507746
0.113298,210,0.0760426
0.151297,211,0.101856
0.189436,211,0.127027
0.227722,211,0.152851
0.266128,211,0.178644
0.304644,211,0.204158
0.343344,211,0.230474
0.382168,212,0.256231
0.421116,212,0.282359
0.460196,213,0.308729
0.499412,213,0.334612
0.53881,213,0.361391
0.578345,215,0.387708
0.618019,215,0.414253
0.657827,215,0.441166
0.697764,216,0.467524
0.737912,217,0.49478
0.778185,215,0.521602
0.818613,215,0.548657
0.859202,215,0.576073
0.899919,215,0.602946
0.940835,216,0.630768
0.981908,217,0.658059
1.02312,217,0.685723
1.06449,219,0.713566
1.10605,220,0.741112
1.14775,221,0.769469
1.18968,221,0.79719
1.23176,222,0.825597
1.27401,222,0.853843
1.31643,223,0.882169
1.35902,223,0.910956
1.4018,223,0.939227
1.44476,223,0.968436
1.48794,220,0.997042
1.53129,221,1.02628
1.57483,222,1.05538
1.61855,223,1.08462
1.66248,224,1.11424
1.7066,227,1.14349
1.75089,228,1.17359
1.79541,228,1.20297
1.84019,229,1.23333
1.88515,230,1.2632
1.93029,231,1.2936
1.97566,232,1.32394
2.02125,232,1.35445
2.06707,233,1.38526
2.11312,234,1.41592
2.15938,235,1.44719
2.20584,236,1.47797
2.25258,236,1.5097
2.29953,236,1.54069
2.34674,236,1.57278
2.39421,236,1.60418
2.44193,237,1.63567
2.48988,238,1.66812
2.53808,239,1.70089
2.58655,240,1.73313
2.63527,241,1.76598
2.68428,241,1.79863
2.73356,241,1.83182
2.78309,242,1.86484
2.83292,243,1.89838
2.88303,244,1.9318
2.93343,245,1.96507
2.98411,246,1.9992
