spring_displacement,mag2,interpolated_tension
0,477,0
0.0376506,477,0.0256024
0.075416,476,0.0507746
0.113298,477,0.0760426
0.151297,476,0.101856
0.189436,476,0.127027
0.227722,475,0.152851
0.266128,477,0.178644
0.304644,477,0.204158
0.343344,477,0.230474
0.382168,477,0.256231
0.421116,477,0.282359
0.460196,477,0.308729
0.499412,478,0.334612
0.53881,477,0.361391
0.578345,477,0.387708
0.618019,478,0.414253
0.657827,478,0.441166
0.697764,478,0.467524
0.737912,479,0.49478
0.778185,479,0.521602
0.818613,479,0.548657
0.859202,479,0.576073
0.899919,479,0.602946
0.940835,479,0.630768
0.981908,481,0.658059
1.02312,485,0.685723
1.06449,487,0.713566
1.10605,490,0.741112
1.14775,495,0.769469
1.18968,497,0.79719
1.23176,498,0.825597
1.27401,501,0.853843
1.31643,503,0.882169
1.35902,503,0.910956
1.4018,505,0.939227
1.44476,507,0.968436
1.48794,509,0.997042
1.53129,511,1.02628
1.57483,512,1.05538
1.61855,512,1.08462
1.66248,512,1.11424
1.7066,514,1.14349
1.75089,516,1.17359
1.79541,518,1.20297
1.84019,519,1.23333
1.88515,523,1.2632
1.93029,524,1.2936
1.97566,525,1.32394
2.02125,526,1.35445
2.06707,527,1.38526
2.11312,527,1.41592
2.15938,527,1.44719
2.20584,528,1.47797
2.25258,528,1.5097
2.29953,533,1.54069
2.34674,536,1.57278
2.39421,538,1.60418
2.44193,541,1.63567
2.48988,543,1.66812
2.53808,543,1.70089
2.58655,543,1.73313
2.63527,546,1.76598
2.68428,549,1.79863
2.73356,552,1.83182
2.78309,555,1.86484
2.83292,558,1.89838
2.88303,560,1.9318
2.93343,562,1.96507
2.98411,565,1.9992
