spring_displacement,mag2,interpolated_tension
0,329,0
0.0376506,329,0.0256024
0.075416,329,0.0507746
0.113298,328,0.0760426
0.151297,328,0.101856
0.189436,328,0.127027
0.227722,328,0.152851
0.266128,327,0.178644
0.304644,327,0.204158
0.343344,327,0.230474
0.382168,328,0.256231
0.421116,328,0.282359
0.460196,331,0.308729
0.499412,328,0.334612
0.53881,329,0.361391
0.578345,330,0.387708
0.618019,331,0.414253
0.657827,331,0.441166
0.697764,335,0.467524
0.737912,336,0.49478
0.778185,336,0.521602
0.818613,337,0.548657
0.859202,338,0.576073
0.899919,339,0.602946
0.940835,340,0.630768
0.981908,342,0.658059
1.02312,343,0.685723
1.06449,345,0.713566
1.10605,345,0.741112
1.14775,347,0.769469
1.18968,348,0.79719
1.23176,349,0.825597
1.27401,349,0.853843
1.31643,350,0.882169
1.35902,350,0.910956
1.4018,350,0.939227
1.44476,351,0.968436
1.48794,352,0.997042
1.53129,354,1.02628
1.57483,355,1.05538
1.61855,357,1.08462
1.66248,358,1.11424
1.7066,360,1.14349
1.75089,361,1.17359
1.79541,362,1.20297
1.84019,362,1.23333
1.88515,361,1.2632
1.93029,361,1.2936
1.97566,362,1.32394
2.02125,364,1.35445
2.06707,366,1.38526
2.11312,369,1.41592
2.15938,370,1.44719
2.20584,371,1.47797
2.25258,371,1.5097
2.29953,371,1.54069
2.34674,372,1.57278
2.39421,374,1.60418
2.44193,376,1.63567
2.48988,378,1.66812
2.53808,380,1.70089
2.58655,382,1.73313
2.63527,383,1.76598
2.68428,384,1.79863
2.73356,386,1.83182
2.78309,387,1.86484
2.83292,387,1.89838
2.88303,387,1.9318
2.93343,388,1.96507
2.98411,390,1.9992
