spring_displacement,mag2,interpolated_tension
0,304,0
0.0376506,304,0.0256024
0.075416,304,0.0507746
0.113298,305,0.0760426
0.151297,305,0.101856
0.189436,305,0.127027
0.227722,306,0.152851
0.266128,306,0.178644
0.304644,306,0.204158
0.343344,305,0.230474
0.382168,305,0.256231
0.421116,305,0.282359
0.460196,306,0.308729
0.499412,307,0.334612
0.53881,308,0.361391
0.578345,309,0.387708
0.618019,310,0.414253
0.657827,310,0.441166
0.697764,310,0.467524
0.737912,310,0.49478
0.778185,311,0.521602
0.818613,312,0.548657
0.859202,313,0.576073
0.899919,314,0.602946
0.940835,316,0.630768
0.981908,316,0.658059
1.02312,317,0.685723
1.06449,317,0.713566
1.10605,317,0.741112
1.14775,318,0.769469
1.18968,318,0.79719
1.23176,320,0.825597
1.27401,319,0.853843
1.31643,327,0.882169
1.35902,329,0.910956
1.4018,330,0.939227
1.44476,330,0.968436
1.48794,332,0.997042
1.53129,325,1.02628
1.57483,326,1.05538
1.61855,327,1.08462
1.66248,329,1.11424
1.7066,330,1.14349
1.75089,333,1.17359
1.79541,334,1.20297
1.84019,335,1.23333
1.88515,336,1.2632
1.93029,337,1.2936
1.97566,338,1.32394
2.02125,338,1.35445
2.06707,338,1.38526
2.11312,341,1.41592
2.15938,343,1.44719
2.20584,344,1.47797
2.25258,346,1.5097
2.29953,347,1.54069
2.34674,347,1.57278
2.39421,347,1.60418
2.44193,347,1.63567
2.48988,347,1.66812
2.53808,350,1.70089
2.58655,351,1.73313
2.63527,354,1.76598
2.68428,356,1.79863
2.73356,359,1.83182
2.78309,360,1.86484
2.83292,361,1.89838
2.88303,363,1.9318
2.93343,363,1.96507
2.98411,365,1.9992
