spring_displacement,mag2,interpolated_tension
0,254,0
0.0376506,254,0.0256024
0.075416,254,0.0507746
0.113298,254,0.0760426
0.151297,254,0.101856
0.189436,254,0.127027
0.227722,254,0.152851
0.266128,254,0.178644
0.304644,254,0.204158
0.343344,254,0.230474
0.382168,254,0.256231
0.421116,254,0.282359
0.460196,254,0.308729
0.499412,254,0.334612
0.53881,256,0.361391
0.578345,257,0.387708
0.618019,257,0.414253
0.657827,258,0.441166
0.697764,258,0.467524
0.737912,258,0.49478
0.778185,259,0.521602
0.818613,260,0.548657
0.859202,261,0.576073
0.899919,262,0.602946
0.940835,263,0.630768
0.981908,264,0.658059
1.02312,264,0.685723
1.06449,265,0.713566
1.10605,265,0.741112
1.14775,265,0.769469
1.18968,265,0.79719
1.23176,266,0.825597
1.27401,267,0.853843
1.31643,268,0.882169
1.35902,269,0.910956
1.4018,270,0.939227
1.44476,271,0.968436
1.48794,272,0.997042
1.53129,272,1.02628
1.57483,271,1.05538
1.61855,273,1.08462
1.66248,273,1.11424
1.7066,275,1.14349
1.75089,275,1.17359
1.79541,278,1.20297
1.84019,279,1.23333
1.88515,279,1.2632
1.93029,279,1.2936
1.97566,282,1.32394
2.02125,281,1.35445
2.06707,281,1.38526
2.11312,282,1.41592
2.15938,282,1.44719
2.20584,283,1.47797
2.25258,285,1.5097
2.29953,286,1.54069
2.34674,287,1.57278
2.39421,288,1.60418
2.44193,288,1.63567
2.48988,288,1.66812
2.53808,288,1.70089
2.58655,289,1.73313
2.63527,291,1.76598
2.68428,292,1.79863
2.73356,295,1.83182
2.78309,297,1.86484
2.83292,297,1.89838
2.88303,298,1.9318
2.93343,298,1.96507
2.98411,298,1.9992
