spring_displacement,mag2,interpolated_tension
0,192,0
0.0355872,192,0.0241993
0.07125,192,0.048025
0.106999,192,0.0717595
0.142893,193,0.0961673
0.17889,193,0.120068
0.214989,193,0.144193
0.251199,193,0.168791
0.287536,193,0.192774
0.323978,193,0.217305
0.360521,193,0.241944
0.397177,193,0.266137
0.433959,193,0.291092
0.470858,193,0.315766
0.507869,194,0.340351
0.544989,194,0.365592
0.582252,195,0.390286
0.619625,196,0.415345
0.657111,197,0.440693
0.694733,197,0.465524
0.732502,198,0.491101
0.770387,198,0.516456
0.808384,199,0.541701
0.846494,199,0.567616
0.884789,200,0.592961
0.923192,200,0.618771
0.961708,201,0.644727
1.00035,201,0.670237
1.03914,201,0.696614
1.07808,201,0.722534
1.11715,201,0.748662
1.15634,201,0.775183
1.19571,202,0.801168
1.23522,203,0.827948
1.27486,204,0.854408
1.31463,205,0.880951
1.35453,206,0.90799
1.39463,206,0.934454
1.43486,206,0.961707
1.47524,206,0.98866
1.51577,206,1.01573
1.55645,207,1.04326
1.5973,208,1.07022
1.63831,208,1.09805
1.6795,209,1.12547
1.72084,209,1.15317
1.76231,209,1.18113
1.80393,208,1.20867
1.84577,209,1.23713
1.88777,210,1.26493
1.92997,211,1.29338
1.97231,213,1.32172
2.0148,213,1.35007
2.0575,214,1.37895
2.10039,215,1.40726
2.14345,216,1.43655
2.18671,216,1.46523
2.23013,216,1.49449
2.27375,216,1.52368
2.31757,216,1.55295
2.36157,217,1.58264
2.40577,218,1.61181
2.45013,218,1.64109
2.49474,219,1.67142
2.53955,220,1.7019
2.58458,219,1.73182
2.6298,219,1.76226
2.67525,218,1.79267
2.72091,219,1.82322
2.76676,220,1.85406
2.81286,222,1.88474
2.85916,224,1.91605
2.9057,225,1.94676
2.95244,227,1.97766
2.99944,226,2.00962
