spring_displacement,mag2,interpolated_tension
0,325,0
0.0355872,326,0.0241993
0.07125,326,0.048025
0.106999,326,0.0717595
0.142893,327,0.0961673
0.17889,328,0.120068
0.214989,329,0.144193
0.251199,329,0.168791
0.287536,329,0.192774
0.323978,329,0.217305
0.360521,329,0.241944
0.397177,329,0.266137
0.433959,329,0.291092
0.470858,331,0.315766
0.507869,332,0.340351
0.544989,333,0.365592
0.582252,336,0.390286
0.619625,338,0.415345
0.657111,338,0.440693
0.694733,339,0.465524
0.732502,340,0.491101
0.770387,340,0.516456
0.808384,340,0.541701
0.846494,340,0.567616
0.884789,340,0.592961
0.923192,342,0.618771
0.961708,343,0.644727
1.00035,345,0.670237
1.03914,346,0.696614
1.07808,347,0.722534
1.11715,348,0.748662
1.15634,350,0.775183
1.19571,351,0.801168
1.23522,352,0.827948
1.27486,354,0.854408
1.31463,355,0.880951
1.35453,356,0.90799
1.39463,357,0.934454
1.43486,358,0.961707
1.47524,359,0.98866
1.51577,360,1.01573
1.55645,360,1.04326
1.5973,360,1.07022
1.63831,360,1.09805
1.6795,362,1.12547
1.72084,364,1.15317
1.76231,367,1.18113
1.80393,371,1.20867
1.84577,374,1.23713
1.88777,375,1.26493
1.92997,377,1.29338
1.97231,377,1.32172
2.0148,377,1.35007
2.0575,377,1.37895
2.10039,379,1.40726
2.14345,380,1.43655
2.18671,382,1.46523
2.23013,383,1.49449
2.27375,385,1.52368
2.31757,384,1.55295
2.36157,384,1.58264
2.40577,384,1.61181
2.45013,386,1.64109
2.49474,388,1.67142
2.53955,390,1.7019
2.58458,392,1.73182
2.6298,395,1.76226
2.67525,394,1.79267
2.72091,396,1.82322
2.76676,398,1.85406
2.81286,400,1.88474
2.85916,402,1.91605
2.9057,404,1.94676
2.95244,404,1.97766
2.99944,404,2.00962
