spring_displacement,mag2,interpolated_tension
0,228,0
0.0355872,228,0.0241993
0.07125,229,0.048025
0.106999,229,0.0717595
0.142893,230,0.0961673
0.17889,230,0.120068
0.214989,230,0.144193
0.251199,230,0.168791
0.287536,231,0.192774
0.323978,230,0.217305
0.360521,231,0.241944
0.397177,232,0.266137
0.433959,232,0.291092
0.470858,233,0.315766
0.507869,234,0.340351
0.544989,234,0.365592
0.582252,233,0.390286
0.619625,234,0.415345
0.657111,234,0.440693
0.694733,233,0.465524
0.732502,233,0.491101
0.770387,235,0.516456
0.808384,236,0.541701
0.846494,238,0.567616
0.884789,239,0.592961
0.923192,241,0.618771
0.961708,241,0.644727
1.00035,240,0.670237
1.03914,240,0.696614
1.07808,240,0.722534
1.11715,241,0.748662
1.15634,242,0.775183
1.19571,243,0.801168
1.23522,244,0.827948
1.27486,247,0.854408
1.31463,247,0.880951
1.35453,247,0.90799
1.39463,247,0.934454
1.43486,248,0.961707
1.47524,247,0.98866
1.51577,246,1.01573
1.55645,249,1.04326
1.5973,256,1.07022
1.63831,256,1.09805
1.6795,257,1.12547
1.72084,259,1.15317
1.76231,258,1.18113
1.80393,253,1.20867
1.84577,254,1.23713
1.88777,255,1.26493
1.92997,253,1.29338
1.97231,254,1.32172
2.0148,255,1.35007
2.0575,256,1.37895
2.10039,256,1.40726
2.14345,259,1.43655
2.18671,259,1.46523
2.23013,261,1.49449
2.27375,263,1.52368
2.31757,266,1.55295
2.36157,269,1.58264
2.40577,271,1.61181
2.45013,271,1.64109
2.49474,271,1.67142
2.53955,270,1.7019
2.58458,270,1.73182
2.6298,270,1.76226
2.67525,271,1.79267
2.72091,273,1.82322
2.76676,274,1.85406
2.81286,275,1.88474
2.85916,276,1.91605
2.9057,276,1.94676
2.95244,276,1.97766
2.99944,276,2.00962
