spring_displacement,mag2,interpolated_tension
0,301,0
0.0355872,300,0.0241993
0.07125,300,0.048025
0.106999,301,0.0717595
0.142893,301,0.0961673
0.17889,302,0.120068
0.214989,302,0.144193
0.251199,303,0.168791
0.287536,303,0.192774
0.323978,303,0.217305
0.360521,303,0.241944
0.397177,303,0.266137
0.433959,304,0.291092
0.470858,304,0.315766
0.507869,306,0.340351
0.544989,307,0.365592
0.582252,308,0.390286
0.619625,308,0.415345
0.657111,309,0.440693
0.694733,309,0.465524
0.732502,310,0.491101
0.770387,310,0.516456
0.808384,311,0.541701
0.846494,313,0.567616
0.884789,314,0.592961
0.923192,316,0.618771
0.961708,319,0.644727
1.00035,320,0.670237
1.03914,320,0.696614
1.07808,321,0.722534
1.11715,321,0.748662
1.15634,321,0.775183
1.19571,321,0.801168
1.23522,322,0.827948
1.27486,324,0.854408
1.31463,325,0.880951
1.35453,327,0.90799
1.39463,328,0.934454
1.43486,328,0.961707
1.47524,328,0.98866
1.51577,328,1.01573
1.55645,330,1.04326
1.5973,333,1.07022
1.63831,336,1.09805
1.6795,340,1.12547
1.72084,342,1.15317
1.76231,343,1.18113
1.80393,343,1.20867
1.84577,343,1.23713
1.88777,342,1.26493
1.92997,343,1.29338
1.97231,345,1.32172
2.0148,347,1.35007
2.0575,349,1.37895
2.10039,351,1.40726
2.14345,351,1.43655
2.18671,351,1.46523
2.23013,351,1.49449
2.27375,350,1.52368
2.31757,353,1.55295
2.36157,355,1.58264
2.40577,357,1.61181
2.45013,359,1.64109
2.49474,361,1.67142
2.53955,361,1.7019
2.58458,361,1.73182
2.6298,362,1.76226
2.67525,364,1.79267
2.72091,366,1.82322
2.76676,367,1.85406
2.81286,369,1.88474
2.85916,368,1.91605
2.9057,367,1.94676
2.95244,367,1.97766
2.99944,366,2.00962
