spring_displacement,mag2,interpolated_tension
0,268,0
0.0355872,268,0.0241993
0.07125,269,0.048025
0.106999,269,0.0717595
0.142893,269,0.0961673
0.17889,269,0.120068
0.214989,270,0.144193
0.251199,270,0.168791
0.287536,270,0.192774
0.323978,271,0.217305
0.360521,271,0.241944
0.397177,272,0.266137
0.433959,271,0.291092
0.470858,272,0.315766
0.507869,272,0.340351
0.544989,272,0.365592
0.582252,272,0.390286
0.619625,273,0.415345
0.657111,273,0.440693
0.694733,274,0.465524
0.732502,275,0.491101
0.770387,277,0.516456
0.808384,278,0.541701
0.846494,280,0.567616
0.884789,281,0.592961
0.923192,282,0.618771
0.961708,283,0.644727
1.00035,283,0.670237
1.03914,283,0.696614
1.07808,283,0.722534
1.11715,283,0.748662
1.15634,283,0.775183
1.19571,284,0.801168
1.23522,286,0.827948
1.27486,287,0.854408
1.31463,288,0.880951
1.35453,291,0.90799
1.39463,292,0.934454
1.43486,293,0.961707
1.47524,294,0.98866
1.51577,295,1.01573
1.55645,295,1.04326
1.5973,294,1.07022
1.63831,296,1.09805
1.6795,297,1.12547
1.72084,298,1.15317
1.76231,299,1.18113
1.80393,301,1.20867
1.84577,300,1.23713
1.88777,300,1.26493
1.92997,300,1.29338
1.97231,300,1.32172
2.0148,303,1.35007
2.0575,306,1.37895
2.10039,309,1.40726
2.14345,311,1.43655
2.18671,314,1.46523
2.23013,314,1.49449
2.27375,314,1.52368
2.31757,314,1.55295
2.36157,314,1.58264
2.40577,313,1.61181
2.45013,315,1.64109
2.49474,316,1.67142
2.53955,318,1.7019
2.58458,319,1.73182
2.6298,321,1.76226
2.67525,321,1.79267
2.72091,321,1.82322
2.76676,321,1.85406
2.81286,322,1.88474
2.85916,324,1.91605
2.9057,326,1.94676
2.95244,328,1.97766
2.99944,330,2.00962
