spring_displacement,mag2,interpolated_tension
0,251,0
0.0355872,251,0.0241993
0.07125,252,0.048025
0.106999,252,0.0717595
0.142893,252,0.0961673
0.17889,252,0.120068
0.214989,253,0.144193
0.251199,253,0.168791
0.287536,253,0.192774
0.323978,253,0.217305
0.360521,254,0.241944
0.397177,254,0.266137
0.433959,254,0.291092
0.470858,254,0.315766
0.507869,254,0.340351
0.544989,255,0.365592
0.582252,256,0.390286
0.619625,256,0.415345
0.657111,257,0.440693
0.694733,258,0.465524
0.732502,259,0.491101
0.770387,260,0.516456
0.808384,262,0.541701
0.846494,262,0.567616
0.884789,262,0.592961
0.923192,264,0.618771
0.961708,265,0.644727
1.00035,265,0.670237
1.03914,266,0.696614
1.07808,267,0.722534
1.11715,266,0.748662
1.15634,266,0.775183
1.19571,266,0.801168
1.23522,267,0.827948
1.27486,268,0.854408
1.31463,270,0.880951
1.35453,271,0.90799
1.39463,273,0.934454
1.43486,274,0.961707
1.47524,275,0.98866
1.51577,276,1.01573
1.55645,277,1.04326
1.5973,276,1.07022
1.63831,276,1.09805
1.6795,277,1.12547
1.72084,278,1.15317
1.76231,279,1.18113
1.80393,280,1.20867
1.84577,282,1.23713
1.88777,283,1.26493
1.92997,282,1.29338
1.97231,282,1.32172
2.0148,282,1.35007
2.0575,284,1.37895
2.10039,287,1.40726
2.14345,289,1.43655
2.18671,292,1.46523
2.23013,294,1.49449
2.27375,294,1.52368
2.31757,294,1.55295
2.36157,294,1.58264
2.40577,293,1.61181
2.45013,295,1.64109
2.49474,296,1.67142
2.53955,298,1.7019
2.58458,299,1.73182
2.6298,301,1.76226
2.67525,301,1.79267
2.72091,301,1.82322
2.76676,301,1.85406
2.81286,302,1.88474
2.85916,304,1.91605
2.9057,305,1.94676
2.95244,306,1.97766
2.99944,306,2.00962
