spring_displacement,mag2,interpolated_tension
0,414,0
0.039968,414,0.0271783
0.0801045,414,0.053869
0.120379,414,0.0808579
0.160787,408,0.108119
0.201345,409,0.134914
0.242095,409,0.162624
0.282979,410,0.189766
0.324033,411,0.217342
0.365261,418,0.245072
0.406645,418,0.272518
0.448173,419,0.300757
0.489933,418,0.328356
0.531837,419,0.356649
0.573904,420,0.384777
0.616144,421,0.412978
0.65856,422,0.44165
0.701155,423,0.469785
0.743926,423,0.49887
0.786919,424,0.527367
0.830078,424,0.556453
0.873435,425,0.585467
0.916987,426,0.614551
0.960711,428,0.644069
1.00463,429,0.673151
1.04876,431,0.70316
1.09312,433,0.732461
1.13766,434,0.762606
1.18242,435,0.792398
1.22739,434,0.822623
1.27255,434,0.852886
1.31794,436,0.8832
1.36355,438,0.913945
1.40938,439,0.944381
1.45542,441,0.975575
1.50172,443,1.00617
1.54823,443,1.0378
1.595,443,1.0687
1.642,444,1.10056
1.68926,444,1.13191
1.73674,445,1.16398
1.7845,447,1.19577
1.8325,449,1.2281
1.88075,451,1.2603
1.92925,453,1.29289
1.97803,455,1.3255
2.02709,455,1.35842
2.07641,455,1.39143
2.12602,457,1.42469
2.1759,458,1.45809
2.22608,460,1.49174
2.27657,462,1.52554
2.32734,462,1.55959
2.3784,461,1.59375
2.42979,463,1.62766
2.4815,465,1.66242
2.53352,468,1.6978
2.58585,472,1.73266
2.6385,472,1.76818
2.69151,472,1.80339
2.74487,472,1.83951
2.79855,472,1.87504
2.85261,471,1.91172
2.90706,475,1.94766
2.96189,476,1.98409
