spring_displacement,mag2,interpolated_tension
0,481,0
0.039968,481,0.0271783
0.0801045,481,0.053869
0.120379,482,0.0808579
0.160787,482,0.108119
0.201345,482,0.134914
0.242095,482,0.162624
0.282979,482,0.189766
0.324033,482,0.217342
0.365261,482,0.245072
0.406645,482,0.272518
0.448173,482,0.300757
0.489933,482,0.328356
0.531837,482,0.356649
0.573904,482,0.384777
0.616144,483,0.412978
0.65856,483,0.44165
0.701155,483,0.469785
0.743926,483,0.49887
0.786919,483,0.527367
0.830078,483,0.556453
0.873435,483,0.585467
0.916987,483,0.614551
0.960711,483,0.644069
1.00463,483,0.673151
1.04876,484,0.70316
1.09312,485,0.732461
1.13766,485,0.762606
1.18242,484,0.792398
1.22739,485,0.822623
1.27255,484,0.852886
1.31794,485,0.8832
1.36355,486,0.913945
1.40938,487,0.944381
1.45542,487,0.975575
1.50172,487,1.00617
1.54823,488,1.0378
1.595,488,1.0687
1.642,488,1.10056
1.68926,489,1.13191
1.73674,489,1.16398
1.7845,488,1.19577
1.8325,488,1.2281
1.88075,489,1.2603
1.92925,489,1.29289
1.97803,489,1.3255
2.02709,490,1.35842
2.07641,494,1.39143
2.12602,498,1.42469
2.1759,503,1.45809
2.22608,507,1.49174
2.27657,510,1.52554
2.32734,510,1.55959
2.3784,510,1.59375
2.42979,512,1.62766
2.4815,514,1.66242
2.53352,516,1.6978
2.58585,518,1.73266
2.6385,520,1.76818
2.69151,519,1.80339
2.74487,522,1.83951
2.79855,524,1.87504
2.85261,526,1.91172
2.90706,528,1.94766
2.96189,531,1.98409
