spring_displacement,mag2,interpolated_tension
0,307,0
0.039968,307,0.0271783
0.0801045,307,0.053869
0.120379,307,0.0808579
0.160787,307,0.108119
0.201345,307,0.134914
0.242095,307,0.162624
0.282979,307,0.189766
0.324033,308,0.217342
0.365261,309,0.245072
0.406645,309,0.272518
0.448173,310,0.300757
0.489933,310,0.328356
0.531837,310,0.356649
0.573904,311,0.384777
0.616144,312,0.412978
0.65856,313,0.44165
0.701155,314,0.469785
0.743926,314,0.49887
0.786919,314,0.527367
0.830078,314,0.556453
0.873435,315,0.585467
0.916987,316,0.614551
0.960711,317,0.644069
1.00463,318,0.673151
1.04876,319,0.70316
1.09312,319,0.732461
1.13766,319,0.762606
1.18242,321,0.792398
1.22739,321,0.822623
1.27255,322,0.852886
1.31794,323,0.8832
1.36355,322,0.913945
1.40938,324,0.944381
1.45542,325,0.975575
1.50172,326,1.00617
1.54823,327,1.0378
1.595,328,1.0687
1.642,328,1.10056
1.68926,329,1.13191
1.73674,329,1.16398
1.7845,329,1.19577
1.8325,329,1.2281
1.88075,330,1.2603
1.92925,332,1.29289
1.97803,334,1.3255
2.02709,335,1.35842
2.07641,336,1.39143
2.12602,335,1.42469
2.1759,334,1.45809
2.22608,336,1.49174
2.27657,337,1.52554
2.32734,339,1.55959
2.3784,342,1.59375
2.42979,343,1.62766
2.4815,343,1.66242
2.53352,344,1.6978
2.58585,346,1.73266
2.6385,347,1.76818
2.69151,350,1.80339
2.74487,351,1.83951
2.79855,351,1.87504
2.85261,351,1.91172
2.90706,351,1.94766
2.96189,351,1.98409
