spring_displacement,mag2,interpolated_tension
0,279,0
0.039968,279,0.0271783
0.0801045,279,0.053869
0.120379,279,0.0808579
0.160787,278,0.108119
0.201345,278,0.134914
0.242095,278,0.162624
0.282979,278,0.189766
0.324033,279,0.217342
0.365261,279,0.245072
0.406645,280,0.272518
0.448173,281,0.300757
0.489933,281,0.328356
0.531837,282,0.356649
0.573904,283,0.384777
0.616144,283,0.412978
0.65856,283,0.44165
0.701155,284,0.469785
0.743926,284,0.49887
0.786919,285,0.527367
0.830078,285,0.556453
0.873435,284,0.585467
0.916987,284,0.614551
0.960711,285,0.644069
1.00463,285,0.673151
1.04876,286,0.70316
1.09312,288,0.732461
1.13766,290,0.762606
1.18242,291,0.792398
1.22739,292,0.822623
1.27255,293,0.852886
1.31794,294,0.8832
1.36355,295,0.913945
1.40938,295,0.944381
1.45542,295,0.975575
1.50172,296,1.00617
1.54823,297,1.0378
1.595,298,1.0687
1.642,299,1.10056
1.68926,300,1.13191
1.73674,300,1.16398
1.7845,301,1.19577
1.8325,301,1.2281
1.88075,301,1.2603
1.92925,302,1.29289
1.97803,302,1.3255
2.02709,303,1.35842
2.07641,304,1.39143
2.12602,305,1.42469
2.1759,307,1.45809
2.22608,309,1.49174
2.27657,309,1.52554
2.32734,310,1.55959
2.3784,311,1.59375
2.42979,312,1.62766
2.4815,312,1.66242
2.53352,313,1.6978
2.58585,313,1.73266
2.6385,315,1.76818
2.69151,317,1.80339
2.74487,319,1.83951
2.79855,320,1.87504
2.85261,321,1.91172
2.90706,321,1.94766
2.96189,321,1.98409
