spring_displacement,mag2,interpolated_tension
0,225,0
0.039968,226,0.0271783
0.0801045,226,0.053869
0.120379,225,0.0808579
0.160787,225,0.108119
0.201345,224,0.134914
0.242095,224,0.162624
0.282979,225,0.189766
0.324033,225,0.217342
0.365261,225,0.245072
0.406645,226,0.272518
0.448173,226,0.300757
0.489933,227,0.328356
0.531837,227,0.356649
0.573904,228,0.384777
0.616144,228,0.412978
0.65856,227,0.44165
0.701155,228,0.469785
0.743926,228,0.49887
0.786919,228,0.527367
0.830078,228,0.556453
0.873435,229,0.585467
0.916987,230,0.614551
0.960711,231,0.644069
1.00463,232,0.673151
1.04876,233,0.70316
1.09312,234,0.732461
1.13766,234,0.762606
1.18242,234,0.792398
1.22739,234,0.822623
1.27255,235,0.852886
1.31794,235,0.8832
1.36355,236,0.913945
1.40938,236,0.944381
1.45542,236,0.975575
1.50172,236,1.00617
1.54823,238,1.0378
1.595,239,1.0687
1.642,240,1.10056
1.68926,240,1.13191
1.73674,241,1.16398
1.7845,241,1.19577
1.8325,242,1.2281
1.88075,243,1.2603
1.92925,244,1.29289
1.97803,245,1.3255
2.02709,245,1.35842
2.07641,245,1.39143
2.12602,245,1.42469
2.1759,245,1.45809
2.22608,244,1.49174
2.27657,244,1.52554
2.32734,244,1.55959
2.3784,244,1.59375
2.42979,246,1.62766
2.4815,248,1.66242
2.53352,249,1.6978
2.58585,250,1.73266
2.6385,251,1.76818
2.69151,251,1.80339
2.74487,252,1.83951
2.79855,253,1.87504
2.85261,253,1.91172
2.90706,254,1.94766
2.96189,255,1.98409
